t,PID_n1,PID_n2,PID_u1,PID_u2,PID_spl,PID_adm,Fuzzy_n1,Fuzzy_n2,Fuzzy_u1,Fuzzy_u2,Fuzzy_spl,Fuzzy_adm,DL_n1,DL_n2,DL_u1,DL_u2,DL_spl,DL_adm,QL_n1,QL_n2,QL_u1,QL_u2,QL_spl,QL_adm
80,1.500751098785748,1.500751098785748,0.8377374375008146,0.8377374375008146,0.5,1.0,2.1824563427797785,2.1824563427797785,0.8212841926998042,0.8212841926998042,0.5,1.0,1.530020042428379,1.5570756949675906,0.8101873388057266,0.8654254123101316,0.4834050056406935,1.0,1.6249999999999967,1.6249999999999967,0.95,0.95,0.5,0.78
81,1.5004965143716715,1.5004965143716715,0.8375099661175572,0.8375099661175572,0.5,1.0,2.189665203375195,2.189665203375195,0.8212850856621385,0.8212850856621385,0.5,1.0,1.529592206558703,1.5567273929642973,0.8098956552766045,0.8657046444472409,0.4832781370877432,1.0,1.4882999999999966,1.4882999999999966,0.95,0.95,0.5,0.78
82,1.5003185032332378,1.5003185032332378,0.8373435024748558,0.8373435024748558,0.5,1.0,2.196874195950872,2.196874195950872,0.8212847987485288,0.8212847987485288,0.5,1.0,1.5291207655534689,1.5563879791288646,0.8096322550622095,0.8660435163305448,0.4830641510693272,1.0,1.6616999999999966,1.6616999999999966,0.46,0.46,0.5,1.0
83,1.3251959687277102,1.3251959687277102,0.8372229010989728,0.8372229010989728,0.5,1.0,2.0290831461206738,2.0290831461206738,0.821284890935214,0.821284890935214,0.5,1.0,1.3596524511900452,1.3750463691315737,0.8093351706085783,0.8663385780016705,0.4829187240869581,1.0,1.3884999999999965,1.3884999999999965,0.95,0.95,0.5,0.78
84,1.2773031923984577,1.2773031923984577,0.5606364702809834,0.5606364702809834,0.5,1.0,1.9269982821962646,1.9269982821962646,0.6784453563574112,0.6784453563574112,0.5,1.0,1.5013661285865785,1.5484747170403388,0.12160064585459752,0.10635147304692785,0.4705951773563052,1.0,1.4604999999999966,1.4604999999999966,0.3,0.3,0.5,1.0
85,1.2561368772503396,1.2561368772503396,0.5025354677133,0.5025354677133,0.5,1.0,1.8333203139806828,1.8333203139806828,0.66016949612083,0.66016949612083,0.5,1.0,1.353793750879127,1.3379033439755847,0.8312255013645763,0.8603913481402182,0.5590270307625083,1.0,1.4588999999999965,1.4588999999999965,0.46,0.46,0.5,1.0
86,1.2626249460300738,1.2626249460300738,0.4424172417831866,0.4424172417831866,0.5,1.0,1.7459203139806827,1.7459203139806827,0.6465217391304348,0.6465217391304348,0.5,1.0,1.4999382602361206,1.5181360677243247,0.10831935971116016,0.09520839440681009,0.46659860672411296,1.0,1.4572999999999965,1.4572999999999965,0.46,0.46,0.5,1.0
87,1.2818631315932913,1.2818631315932913,0.4146995966017008,0.4146995966017008,0.5,1.0,1.6585203139806826,1.6585203139806826,0.6465217391304348,0.6465217391304348,0.5,1.0,1.3707976503463835,1.3274767088806747,0.793059186038332,0.815201615555988,0.5611109897330845,1.0,1.4556999999999964,1.4556999999999964,0.46,0.46,0.5,1.0
88,1.307609321616702,1.307609321616702,0.4005517608186723,0.4005517608186723,0.5,1.0,1.6135930902940754,1.6135930902940754,0.5541896167100153,0.5541896167100153,0.5,1.0,1.514222007561926,1.5098012964970784,0.10964303211618846,0.09525056607523309,0.46157179044997404,1.0,1.4540999999999964,1.4540999999999964,0.46,0.46,0.5,1.0
89,1.3351827917357157,1.3351827917357157,0.3965794127847525,0.3965794127847525,0.5,1.0,1.577873760218382,1.577873760218382,0.5341724566862895,0.5341724566862895,0.5,1.0,1.3793328849051338,1.3238366464541265,0.793807162567682,0.8167445172143701,0.5482432669627184,1.0,1.4524999999999963,1.4524999999999963,0.46,0.46,0.5,1.0
90,1.3619619212173828,1.3619619212173828,0.3983062402572457,0.3983062402572457,0.5,1.0,1.5367008561322846,1.5367008561322846,0.5460280523610814,0.5460280523610814,0.5,1.0,1.5207484085991345,1.5072080800372036,0.11103447645282323,0.09595039903178999,0.45831281633880794,1.0,1.4508999999999963,1.4508999999999963,0.46,0.46,0.5,1.0
91,1.3864763071873858,1.3864763071873858,0.4032295957173846,0.4032295957173846,0.5,1.0,1.5284876236584544,1.5284876236584544,0.47437659233441354,0.47437659233441354,0.5,1.0,1.3831076902203636,1.3231340976342318,0.7949204916282487,0.8175027709407574,0.5429112089767224,1.0,1.4492999999999963,1.4492999999999963,0.46,0.46,0.5,1.0
92,1.4080523422348301,1.4080523422348301,0.4096173151142515,0.4096173151142515,0.5,1.0,1.5140740161652415,1.5140740161652415,0.48785566846350636,0.48785566846350636,0.5,1.0,1.5226772106154727,1.5069327392176126,0.11286992422859238,0.09719928886164747,0.455927822714908,1.0,1.4476999999999962,1.4476999999999962,0.46,0.46,0.5,1.0
93,1.4265041296876126,1.4265041296876126,0.41640915771134207,0.41640915771134207,0.5,1.0,1.5079417631842964,1.5079417631842964,0.4698527238716197,0.4698527238716197,0.5,1.0,1.3845557983999308,1.3239074589264073,0.7949195767943702,0.8162688851768193,0.5417656978806392,1.0,1.4460999999999962,1.4460999999999962,0.46,0.46,0.5,1.0
94,1.4419374173967798,1.4419374173967798,0.42297111367572354,0.42297111367572354,0.5,1.0,1.5038020568941701,1.5038020568941701,0.46552110063070945,0.46552110063070945,0.5,1.0,1.52239179956926,1.5077717858808346,0.11497757673993596,0.09871736212146259,0.4541087773088093,1.0,1.4444999999999961,1.4444999999999961,0.46,0.46,0.5,1.0
95,1.46939385797356,1.4281628996673086,0.5121858174689622,0.5121858174689622,0.5,0.86,1.5048957277408426,1.4565671006611005,0.6003556158974167,0.6003556158974167,0.5,0.86,1.5204916588988118,1.4777048722840083,0.6673943849433844,0.5101874391810342,0.5472059258793569,0.86,1.4098199999999963,1.3518599999999963,0.72,0.72,0.5,0.86
96,1.4813328299185708,1.4306033395040478,0.5640837058695289,0.4694586565566821,0.5,0.86,1.5046443166596537,1.4505546958742688,0.604854217662839,0.4917322919284104,0.5,0.86,1.5413957415795845,1.5255565958131498,0.4879336899184086,0.3861713320276192,0.4617836543919629,0.86,1.3208399999999962,1.3542299999999963,0.66,0.66,0.3,0.86
97,1.4884485674916546,1.4326442669203676,0.5802149245047372,0.47051139020732574,0.5,0.86,1.505322772451271,1.434709230584627,0.6017442950113125,0.5176428597882529,0.5,0.86,1.523789245003413,1.5035044837522291,0.659974896116133,0.5363006974924067,0.4975802806272209,0.86,1.3698799999999962,1.3678499999999965,0.44,0.44,0.5,0.86
98,1.4923340147055952,1.436248280459188,0.591018571190834,0.46639258619546625,0.5,0.86,1.505243933652035,1.4332896444082874,0.604277052840255,0.47963000309970855,0.5,0.86,1.5331234734858041,1.530146927507025,0.5411867725857189,0.4305888873772933,0.4738346442013325,0.86,1.4189199999999964,1.3814699999999964,0.44,0.44,0.5,0.86
99,1.4945530819271515,1.4399209339259325,0.596591748422888,0.46621171682017265,0.5,0.86,1.5057230671119874,1.4297477253261224,0.602410924883102,0.485222448174348,0.5,0.86,1.5201734592903586,1.5144322466998072,0.6429764535529094,0.5207239404225117,0.49640073481969693,0.86,1.3299399999999963,1.3838399999999964,0.66,0.66,0.3,0.86
100,1.4958428829302455,1.4436085151280087,0.5996996621970109,0.4661723815492063,0.5,0.86,1.5056614817153942,1.4307378626227834,0.6042193491524857,0.4732802706280341,0.5,0.86,1.5265893987094936,1.5324132504518577,0.5604860947217384,0.4458964809143989,0.48173112331377355,0.86,1.3789799999999963,1.3974599999999964,0.44,0.44,0.5,0.86
101,1.4966239458787425,1.4471422450728475,0.6014011272625525,0.466577786706617,0.5,0.86,1.505997130276547,1.4283942639717326,0.6028908074877835,0.48206481857984357,0.5,0.86,1.5178448252084253,1.5215534561930055,0.6298099698171236,0.5072231535826096,0.4971445389652598,0.86,1.4280199999999965,1.4110799999999963,0.44,0.44,0.5,0.86
102,1.4971224500930962,1.4504939729819804,0.6023461397513254,0.46705737046341766,0.5,0.86,1.5059529952885027,1.4289714153463178,0.6041609865820875,0.47436850757685023,0.5,0.86,1.522492358892479,1.5340962799030649,0.572493435177001,0.45542583791294833,0.48677483610735583,0.86,1.3933399999999967,1.3184399999999963,0.72,0.72,0.5,0.86
103,1.4974623733144115,1.4536489628386706,0.602876510965501,0.4675757843038459,0.5,0.86,1.5061881503363623,1.4285217552852933,0.6032269061944486,0.47707420305935266,0.5,0.86,1.5165570504859802,1.5266977459843791,0.6205968527999335,0.49795884937550533,0.49729554424330386,0.86,1.4423799999999969,1.3320599999999965,0.44,0.44,0.5,0.86
104,1.497711439622863,1.456610402858467,0.6031803802392928,0.46808579704928455,0.5,0.86,1.5061566660771428,1.4284444803494436,0.6041186764522397,0.47609295108260846,0.5,0.86,1.5199339111687467,1.5356501591504368,0.5805379556193064,0.46189691020027174,0.4899161390169961,0.86,1.3533999999999968,1.3344299999999965,0.66,0.66,0.3,0.86
105,1.497906827551554,1.4593858740881125,0.603359906593007,0.4685758333869684,0.5,0.86,1.506321380363832,1.4282326146154205,0.6034624940244505,0.47644760404222186,0.5,0.86,1.5158301335722704,1.530697456261011,0.6142493039160898,0.4916889028063006,0.49711175048293116,0.86,1.4024399999999968,1.3480499999999964,0.44,0.44,0.5,0.86
106,1.4980690518456545,1.4619852875256034,0.603470821758861,0.4690397537879025,0.5,0.86,1.5062990494664197,1.4280693258155637,0.6040880632020477,0.47631960158065,0.5,0.86,1.51827791870546,1.5372739538990414,0.5859877809209313,0.46631191234103136,0.49185529243784093,0.86,1.3134599999999967,1.3504199999999964,0.66,0.66,0.3,0.86
107,1.4982095403471758,1.4644189850157168,0.6035435167173203,0.4694764229509526,0.5,0.86,1.506414407714046,1.427888369475108,0.60362756438921,0.4763661563648369,0.5,0.86,1.515370440988767,1.5340520325124558,0.609885381423697,0.4874141503493894,0.49681132704593683,0.86,1.3624999999999967,1.3640399999999964,0.44,0.44,0.5,0.86
108,1.498334756713696,1.466697171520372,0.603594594091905,0.4698862015687609,0.5,0.86,1.5063986306899877,1.4277136159504171,0.604066143893172,0.4763498116592652,0.5,0.86,1.517138258484041,1.5390572532390652,0.5897023996005215,0.46931737627815695,0.49304771587992813,0.86,1.411539999999997,1.3776599999999963,0.44,0.44,0.5,0.86
109,1.4984484463308105,1.4688296209254557,0.6036331450932625,0.4702702255465519,0.5,0.86,1.5064794144447085,1.427536481495891,0.6037431981447466,0.4763560855191727,0.5,0.86,1.515018199760181,1.5370696494709055,0.6068718684376675,0.4844610641084507,0.4964967606284677,0.86,1.3225599999999968,1.3800299999999963,0.66,0.66,0.3,0.86
110,1.4985528598843025,1.470825583826781,0.6036641687174172,0.4706298737777988,0.5,0.86,1.5064682981700799,1.4273600454394666,0.6040505561024371,0.47635424520797,0.5,0.86,1.5162882403132425,1.541037166398802,0.5922480251210915,0.4713577944870507,0.49377685510594627,0.86,1.3715999999999968,1.3936499999999963,0.44,0.44,0.5,0.86
111,1.498649420432075,1.4726937635095523,0.6036904329505941,0.4709665884511952,0.5,0.86,1.5065248660607993,1.427183206329464,0.6038241876564567,0.476355307272734,0.5,0.86,1.5146923928314704,1.5399426828870137,0.6047671455236174,0.48238459679051027,0.4962057835819202,0.86,1.420639999999997,1.4072699999999962,0.44,0.44,0.5,0.86
112,1.4987390874545288,1.4744423262847746,0.6037134882192177,0.47128178451851777,0.5,0.86,1.5065170486048338,1.427006357797069,0.6040395232640988,0.47635533210117253,0.5,0.86,1.5155975290941086,1.5432285332210476,0.5939967654909222,0.4727377615850915,0.49421420028910285,0.86,1.3859599999999972,1.3146299999999962,0.72,0.72,0.5,0.86
113,1.498822555891924,1.4760789245721324,0.6037342192729254,0.4715768161070945,0.5,0.86,1.5065566577350638,1.4268293601152695,0.6038809059189632,0.47635572511673097,0.5,0.86,1.5143559791596346,1.5427948602693757,0.6032662604922847,0.4808922555967132,0.4959442468236965,0.86,1.4349999999999974,1.3282499999999964,0.44,0.44,0.5,0.86
114,1.4989003652969344,1.4776107248195818,0.6037531458026402,0.47185296377483715,0.5,0.86,1.5065511674795937,1.4266522633681356,0.6040317399848493,0.4763559861584557,0.5,0.86,1.5149930778418035,1.5456397106825295,0.5951910737417166,0.4736651379602212,0.4944607689118001,0.86,1.3460199999999973,1.3306199999999964,0.66,0.66,0.3,0.86
115,1.4989729600039914,1.4790444363766393,0.6037705862640236,0.4721114319972127,0.5,0.86,1.5065789010747355,1.4264750502504555,0.6039206234276202,0.47635629280021097,0.5,0.86,1.5139958786158783,1.5457105881095816,0.6021579877144889,0.47979205131025254,0.49570331976939924,0.86,1.3950599999999973,1.3442399999999963,0.44,0.44,0.5,0.86
116,1.499040722584297,1.4803863397650163,0.6037867472230578,0.4723533507552651,0.5,0.86,1.5065750488240057,1.4262977273228639,0.6040262617081265,0.47635658215439125,0.5,0.86,1.5144359185215088,1.5482805089514124,0.5959868746069037,0.4742818544007232,0.49457396293769296,0.86,1.4440999999999975,1.3578599999999963,0.44,0.44,0.5,0.86
117,1.4991039927122392,1.4816423136908035,0.6038017721473502,0.47257977885168095,0.5,0.86,1.5065944669319202,1.4261202927120706,0.60394843442169,0.47635687644477775,0.5,0.86,1.5136121318564104,1.5487530026320846,0.6012937517477903,0.47895773705358907,0.49546800971066146,0.86,1.3551199999999974,1.3602299999999963,0.66,0.66,0.3,0.86
118,1.4991630780470935,1.482817860574964,0.6038157681108547,0.47279170781512375,0.5,0.86,1.506591765754879,1.4259427475159858,0.6040224119633477,0.4763571678421211,0.5,0.86,1.5139078421427203,1.5511660370139833,0.5964822299138728,0.4746852927207991,0.49458443253199896,0.86,1.4041599999999974,1.3738499999999962,0.44,0.44,0.5,0.86
119,1.4933030392125524,1.5560949927183805,0.4692609539881326,0.29722362577518163,0.5,1.0,1.5031665283213005,1.4812183163283439,0.46396790746430105,0.3363574591035693,0.5,1.0,1.36318730826797,1.377094416327413,0.7823857061590469,0.8367276733220843,0.4980402165676462,1.0,1.4761599999999975,1.445849999999996,0.3,0.3,0.5,1.0
120,1.4917789839317857,1.5776883968030346,0.45983490278427525,0.4095795563377082,0.5,1.0,1.5016826454629335,1.4691561490732719,0.45974757143123274,0.48274384185885233,0.5,1.0,1.5066586284272159,1.551043000428313,0.11957931700217857,0.10342089112793888,0.4725662047148766,1.0,1.4745599999999974,1.444249999999996,0.46,0.46,0.5,1.0
121,1.4911623473803919,1.5883811440219522,0.45786225337259484,0.43327663648061365,0.5,1.0,1.5007897040777871,1.496086786261128,0.45846291605466594,0.39797687567857337,0.5,1.0,1.3579380058851809,1.3388260377644992,0.8344628949989494,0.8632275076224605,0.5598388313273375,1.0,1.4729599999999974,1.442649999999996,0.46,0.46,0.5,1.0
122,1.4914782840848366,1.5876510337529728,0.45583492020772876,0.4581089353673465,0.5,1.0,1.500421787620508,1.4907560289425683,0.45732155751582415,0.46811034199686863,0.5,1.0,1.5062778968483275,1.5196783452678821,0.10544730060251757,0.09196096360067955,0.46868011723882025,1.0,1.4713599999999973,1.441049999999996,0.46,0.46,0.5,1.0
123,1.4922169328415749,1.5815108347442666,0.45491598096361224,0.4698699978450135,0.5,1.0,1.5001935546732372,1.5012441363313176,0.4570178977114581,0.4337215056766318,0.5,1.0,1.3751027005361316,1.3272501649638857,0.7971434347864587,0.819385644813959,0.5607399611656549,1.0,1.4697599999999973,1.439449999999996,0.46,0.46,0.5,1.0
124,1.493165022407224,1.5724817885776974,0.45446067485728464,0.47615010036210703,0.5,1.0,1.5001055427350602,1.4964514230506156,0.4567130694308195,0.46694068104500436,0.5,1.0,1.5206700128302735,1.5102726354781522,0.1066955165062954,0.09202234695368647,0.46344583306437587,1.0,1.4681599999999972,1.4378499999999959,0.46,0.46,0.5,1.0
125,1.4941636163971446,1.562475098415844,0.4543508826306071,0.47827541339533336,0.5,1.0,1.5000470612873817,1.5019749535273141,0.45664887271234444,0.44451406418109024,0.5,1.0,1.3841413203761388,1.3234630733087658,0.7965166296726076,0.8194360977698294,0.5473070409411068,1.0,1.4665599999999972,1.4362499999999958,0.46,0.46,0.5,1.0
126,1.4951244823559284,1.5525768374231381,0.4544329000896002,0.47803969781023,0.5,1.0,1.5000264909504517,1.4979697569036459,0.45656645725419553,0.46522868831232206,0.5,1.0,1.5272672956129136,1.5076253095677008,0.10843677985930872,0.09311058645436537,0.4595402237429926,1.0,1.4649599999999972,1.4346499999999958,0.46,0.46,0.5,1.0
127,1.4959988624040863,1.5434108326782523,0.4546209129387869,0.47644783640192556,0.5,1.0,1.5000113616110355,1.5015587097202323,0.45655462899873084,0.4487196677900295,0.5,1.0,1.3876061874518681,1.3227112360299076,0.7980139354604678,0.8206277638848337,0.5414888146446896,1.0,1.463359999999997,1.4330499999999957,0.46,0.46,0.5,1.0
128,1.4967651954296637,1.5352784220274531,0.454855797770484,0.4742008927191285,0.5,1.0,1.500006684415182,1.498640748345819,0.4565319069475076,0.46286513342263763,0.5,1.0,1.5286001809517784,1.507381815835537,0.11047646838524317,0.0946005461679314,0.45669802132648113,1.0,1.461759999999997,1.4314499999999957,0.46,0.46,0.5,1.0
129,1.4974184719553958,1.5282816490807543,0.45510157277014757,0.4717321151015192,0.5,1.0,1.5000027924965234,1.501121047136017,0.4565301998231708,0.45112978523869984,0.5,1.0,1.3884660954429155,1.3235452505004592,0.7980413231372818,0.8192861786973714,0.5403926741292541,1.0,1.460159999999997,1.4298499999999956,0.46,0.46,0.5,1.0
130,1.497963492614344,1.52240162287602,0.45533691161098216,0.4693044047929003,0.5,1.0,1.500001692681456,1.49905212038607,0.4565241300327553,0.46101940597814534,0.5,1.0,1.5274951762266347,1.5083357381333,0.11277007093274805,0.09631782381386056,0.45453169860186493,1.0,1.458559999999997,1.4282499999999956,0.46,0.46,0.5,1.0
131,1.498410284796976,1.5175522948174653,0.4555504517768864,0.46706375664903166,0.5,1.0,1.5000007168026437,1.5007934660049627,0.45652386060611344,0.4527362051763205,0.5,1.0,1.387960866570198,1.3250948473746906,0.797607863988682,0.8171208325657666,0.5413459709008495,1.0,1.456959999999997,1.4266499999999955,0.46,0.46,0.5,1.0
132,1.498771169893676,1.513615256642564,0.4557372063115216,0.4650805177715245,0.5,1.0,1.5000004278371708,1.4993325676841835,0.4565223673162451,0.4596976050451719,0.5,1.0,1.5252335710679072,1.5097696875538174,0.11511259143781105,0.09804492013428412,0.45291546799786325,1.0,1.4553599999999969,1.4250499999999955,0.46,0.46,0.5,1.0
133,1.4990589389540279,1.510461734348353,0.45589615421662644,0.4633772223787195,0.5,1.0,1.5000001799109102,1.5005605422836217,0.4565222781005663,0.45385222913165607,0.5,1.0,1.386769446860728,1.326933924929149,0.7969238317649641,0.814597661347748,0.5431448533445338,1.0,1.4537599999999968,1.4234499999999954,0.46,0.46,0.5,1.0
134,1.4992857865945746,1.5079657582906432,0.4560285920857678,0.46194777403849996,0.5,1.0,1.5000001082424153,1.4995287277774645,0.45652189493151046,0.45876481414381987,0.5,1.0,1.5224824382616053,1.5113573325795397,0.11741260367116703,0.0996821809999888,0.4517209264038436,1.0,1.4521599999999968,1.4218499999999954,0.46,0.46,0.5,1.0
135,1.4994627458795518,1.5060114523561388,0.4561370450326582,0.46077023029240105,0.5,1.0,1.5000000456826033,1.5003961791603766,0.45652187513002607,0.4546359752545385,0.5,1.0,1.3852321996892007,1.3288520339512404,0.7961631068162216,0.8120011044896565,0.5452018822929936,1.0,1.4505599999999967,1.4202499999999953,0.46,0.46,0.5,1.0
136,1.4995994460022792,1.5044964894721338,0.45622456495059244,0.4598151367043586,0.5,1.0,1.5000000273716512,1.499666838237118,0.45652177893685253,0.4581072628766488,0.5,1.0,1.5195608100496512,1.512958685945697,0.11961528894090667,0.1011776189832087,0.45083724588873175,1.0,1.4489599999999967,1.4186499999999953,0.46,0.46,0.5,1.0
137,1.4997040694728865,1.503333138752771,0.4562942968030276,0.4590507624333969,0.5,1.0,1.5000000115303045,1.5002801978030222,0.45652177356814494,0.4551883487697737,0.5,1.0,1.3835085285025264,1.3307560635798308,0.7954331306170715,0.8094688344111693,0.5472546631826863,1.0,1.4473599999999966,1.4170499999999953,0.46,0.46,0.5,1.0
138,1.499783425451875,1.5024478747884888,0.4563492261326336,0.45844622600930934,0.5,1.0,1.500000006923341,1.4997643084189858,0.4565217491455727,0.4576432377913834,0.5,1.0,1.5166054356931113,1.5145300941294146,0.12168806167861011,0.10250555192971825,0.450174798958918,1.0,1.4457599999999966,1.4154499999999952,0.46,0.46,0.5,1.0
139,1.4998430840559938,1.5017801972120635,0.45639204651278487,0.4579732121226638,0.5,1.0,1.5000000029192821,1.5001982756378913,0.4565217478349107,0.4555783321328138,0.5,1.0,1.3816631982836425,1.3326184667997296,0.7947979107866849,0.8070583169071274,0.5492019084581102,1.0,1.4441599999999966,1.4138499999999952,0.46,0.46,0.5,1.0
140,1.4998875362093176,1.5012810816670976,0.45642510401451336,0.45760677292383867,0.5,1.0,1.5000000017509467,1.4998331836650534,0.4565217416702943,0.4573154173322562,0.5,1.0,1.5136610653120472,1.5160783930235884,0.12361110242469776,0.10365456441820704,0.44966422415182367,1.0,1.4425599999999965,1.4122499999999951,0.46,0.46,0.5,1.0
141,1.4999203572059798,1.5009113260992106,0.4564503891376906,0.45732555558236315,0.5,1.0,1.5000000007379313,1.5001403597600675,0.45652174133264234,0.4558539650108386,0.5,1.0,1.3797134912417106,1.3344484374491201,0.7942952157606528,0.8047863704237058,0.5510195837608656,1.0,1.4409599999999965,1.410649999999995,0.46,0.46,0.5,1.0
142,1.4999443613414845,1.5006399492338365,0.4564695562271635,0.45711168883776976,0.5,1.0,1.5000000004428533,1.4998818926687745,0.45652173977190863,0.4570836241115064,0.5,1.0,1.5107291594941399,1.5176364631483938,0.12537140451823514,0.10462056515197574,0.4492536055495653,1.0,1.4393599999999964,1.409049999999995,0.46,0.46,0.5,1.0
143,1.4999617410390194,1.5004427267560578,0.4564839571792717,0.4569504836473448,0.5,1.0,1.5000000001866876,1.5000993885037104,0.456521739687317,0.4560489220979654,0.5,1.0,1.377655372852936,1.3362755929638337,0.7939467636002534,0.8026503164557555,0.5527183919402682,1.0,1.4377599999999964,1.407449999999995,0.46,0.46,0.5,1.0
144,1.499974187785964,1.5003009044383069,0.45649468098490276,0.45683004851684994,0.5,1.0,1.5000000001120035,1.4999163594868479,0.4565217392927914,0.4569196282975269,0.5,1.0,1.5077943839568593,1.519250016856924,0.12695916352036066,0.10540293431221866,0.44890530076973595,1.0,1.4361599999999963,1.405849999999995,0.46,0.46,0.5,1.0
145,1.4999829945842411,1.5002000985505577,0.45650259391678905,0.45674088236467186,0.5,1.0,1.500000000055798,1.5000703906610635,0.4565217392526204,0.4561868887517049,0.5,1.0,1.375478446510866,1.338140698571845,0.7937637367550859,0.8006389930950711,0.5543223368127291,1.0,1.4345599999999963,1.404249999999995,0.46,0.46,0.5,1.0
146,1.499989140993859,1.5001293767800066,0.4565083773703959,0.45667548210989367,0.5,1.0,1.500000000055798,1.4999407581757997,0.45652173913043476,0.4568035488810081,0.5,1.0,1.505870244702361,1.5212876847842436,0.12676510489091147,0.10467232031801567,0.4492946343840817,1.0,1.4329599999999962,1.4026499999999948,0.46,0.46,0.5,1.0
147,1.4999933625570094,1.5000805036339637,0.45651256181923805,0.45662798510009306,0.5,1.0,1.500000000055798,1.5000498602485337,0.45652173913043476,0.45628456071144774,0.5,1.0,1.3738594368391275,1.340024601079228,0.7944336671729058,0.7996400101493746,0.5557825691340552,1.0,1.4313599999999962,1.4010499999999948,0.46,0.46,0.5,1.0
148,1.4999962066713295,1.5000473301290334,0.4565155562732172,0.4565938554455008,0.5,1.0,1.500000000055798,1.4999580346261734,0.45652173913043476,0.45672136004860925,0.5,1.0,1.5067813239631902,1.523982374729205,0.12308056644311498,0.10109408404810305,0.4512832087807039,1.0,1.4297599999999961,1.3994499999999948,0.46,0.46,0.5,1.0
149,1.499998077000975,1.5000253065653837,0.4565176731964225,0.4565696164427163,0.5,1.0,1.500000000055798,1.5000353213024211,0.45652173913043476,0.4563537246168529,0.5,1.0,1.3742384103673064,1.3418751128952149,0.7964447845560395,0.8006208142045553,0.5567183030949868,1.0,1.501759999999996,1.4714499999999946,0.3,0.3,0.5,1.0
150,1.4999992683845726,1.5000110980456758,0.45651914916609226,0.45655262721675627,0.5,1.0,1.500000000055798,1.499970270345536,0.45652173913043476,0.45666315425409826,0.5,1.0,1.5091551012431006,1.5265459810902458,0.12003921436655599,0.09824870069686815,0.4527017368676427,1.0,1.500159999999996,1.4698499999999945,0.46,0.46,0.5,1.0
151,1.499999993993349,1.5000022842594798,0.45652016172005117,0.4565408995352088,0.5,1.0,1.500000000055798,1.500025023575277,0.45652173913043476,0.4564027103701279,0.5,1.0,1.3755390806629706,1.3435853654036098,0.7987261412228143,0.8025274158788502,0.5566619151961065,1.0,1.498559999999996,1.4682499999999945,0.46,0.46,0.5,1.0
152,1.5000004062576315,1.4999971273575705,0.4565208429037336,0.456532949786759,0.5,1.0,1.500000000055798,1.4999789372922956,0.45652173913043476,0.4566219267021336,0.5,1.0,1.512256612370285,1.5287618280374722,0.11743852663082323,0.09583539871444481,0.45414108085117394,1.0,1.4969599999999958,1.4666499999999945,0.46,0.46,0.5,1.0
153,1.5000006128439947,1.499994394139622,0.45652129002964537,0.4565276809085836,0.5,1.0,1.500000000055798,1.5000177289713592,0.45652173913043476,0.45643740939333977,0.5,1.0,1.3774722743645627,1.3451939853394743,0.8006253914744524,0.804488044837983,0.5559603382679186,1.0,1.4953599999999958,1.4650499999999944,0.46,0.46,0.5,1.0
154,1.5000006887448967,1.4999932210703057,0.45652157412847366,0.4565242892811224,0.5,1.0,1.500000000055798,1.499985076982056,0.45652173913043476,0.4565927217158767,0.5,1.0,1.515792815071921,1.5306680322569448,0.11529432006249028,0.09384788075309886,0.455609352228819,1.0,1.4937599999999958,1.4634499999999944,0.46,0.46,0.5,1.0
155,1.500000685345864,1.499993012714536,0.45652174651963623,0.45652219207776007,0.5,1.0,1.500000000055798,1.5000125612532125,0.45652173913043476,0.45646199071487725,0.5,1.0,1.3798152843736031,1.346702377780089,0.8021380189437736,0.8064341227413866,0.5547760905138523,1.0,1.4921599999999957,1.4618499999999943,0.46,0.46,0.5,1.0
156,1.500000637165207,1.4999933659957905,0.45652184387099354,0.4565209711277075,0.5,1.0,1.500000000055798,1.4999894266657507,0.45652173913043476,0.4565720317118734,0.5,1.0,1.5195390097425734,1.5323020047079114,0.11356697554265141,0.09225182381214742,0.4570584145680709,1.0,1.4905599999999957,1.4602499999999943,0.46,0.46,0.5,1.0
157,1.5000005668178185,1.4999940142232426,0.45652189205954014,0.45652032994032155,0.5,1.0,1.500000000055798,1.5000089000656578,0.45652173913043476,0.4564794056523758,0.5,1.0,1.3823830570614777,1.3481072205991889,0.8033043273113445,0.8083277091882604,0.5532477092431498,1.0,1.4889599999999956,1.4586499999999942,0.46,0.46,0.5,1.0
158,1.5000004886359641,1.4999947861171565,0.4565219090909874,0.45652006110018695,0.5,1.0,1.500000000055798,1.4999925083693109,0.45652173913043476,0.45655737325292806,0.5,1.0,1.5233168201747895,1.5336991022866484,0.11220593748060718,0.09099918251771637,0.45844879608188355,1.0,1.4873599999999956,1.4570499999999942,0.46,0.46,0.5,1.0
159,1.5000004112834227,1.4999955761125852,0.4565219072881337,0.45652002174906803,0.5,1.0,1.500000000055798,1.500006306103717,0.45652173913043476,0.4564917440556389,0.5,1.0,1.3850282300524053,1.3494117392363343,0.8041671781900838,0.8101283721853473,0.5514959805834627,1.0,1.4857599999999955,1.4554499999999941,0.46,0.46,0.5,1.0
