t,PID_n1,PID_n2,PID_u1,PID_u2,PID_spl,PID_adm,Fuzzy_n1,Fuzzy_n2,Fuzzy_u1,Fuzzy_u2,Fuzzy_spl,Fuzzy_adm,DL_n1,DL_n2,DL_u1,DL_u2,DL_spl,DL_adm,QL_n1,QL_n2,QL_u1,QL_u2,QL_spl,QL_adm
45,1.499998463422893,1.499998463422893,0.4565210385936178,0.4565210385936178,0.5,1.0,1.4999999999064728,1.4999999999064728,0.45652173913043476,0.45652173913043476,0.5,1.0,1.5269860636679355,1.5151629967916098,0.147540122895871,0.1368244640935356,0.42950827607190595,1.0,1.3987999999999983,1.3987999999999983,0.46,0.46,0.5,1.0
46,1.4999987500294176,1.4999987500294176,0.4565211160727721,0.4565211160727721,0.5,1.0,1.4999999999064728,1.4999999999064728,0.45652173913043476,0.45652173913043476,0.5,1.0,1.4163323882010896,1.3412546509909247,0.7709260403802026,0.7607305275926912,0.5808864359715412,1.0,1.4707999999999983,1.4707999999999983,0.3,0.3,0.5,1.0
47,1.49999899706431,1.49999899706431,0.45652120209805985,0.45652120209805985,0.5,1.0,1.4999999999064728,1.4999999999064728,0.45652173913043476,0.45652173913043476,0.5,1.0,1.5277484279098208,1.515770136512241,0.15215145904879973,0.13930174697283587,0.43191835921709293,1.0,1.4691999999999983,1.4691999999999983,0.46,0.46,0.5,1.0
48,1.4999992049667272,1.4999992049667272,0.456521287168658,0.456521287168658,0.5,1.0,1.4999999999064728,1.4999999999064728,0.45652173913043476,0.45652173913043476,0.5,1.0,1.41821908283231,1.3438382255734729,0.7686768851727331,0.7562388887756989,0.5811000526236824,1.0,1.4675999999999982,1.4675999999999982,0.46,0.46,0.5,1.0
49,1.499999376626837,1.499999376626837,0.45652136595628323,0.45652136595628323,0.5,1.0,1.4999999999064728,1.4999999999064728,0.45652173913043476,0.45652173913043476,0.5,1.0,1.5285499319999398,1.5161288827243158,0.15688127786522874,0.14176762144243907,0.4345148499657978,1.0,1.4659999999999982,1.4659999999999982,0.46,0.46,0.5,1.0
50,1.4999995161309652,1.4999995161309652,0.4565214358605906,0.4565214358605906,0.5,1.0,1.4999999999064728,1.4999999999064728,0.45652173913043476,0.45652173913043476,0.5,1.0,1.4201383169768678,1.3462687746637534,0.7663184783778885,0.7516635283256642,0.5811782976922779,1.0,1.4643999999999981,1.4643999999999981,0.46,0.46,0.5,1.0
51,1.499999627968613,1.499999627968613,0.45652149600511316,0.45652149600511316,0.5,1.0,1.4999999999064728,1.4999999999064728,0.45652173913043476,0.45652173913043476,0.5,1.0,1.5293993701792037,1.5162613890057486,0.16173919441848117,0.1442310935286251,0.4372882919877079,1.0,1.462799999999998,1.462799999999998,0.46,0.46,0.5,1.0
52,1.4999997165551462,1.4999997165551462,0.4565215465510145,0.4565215465510145,0.5,1.0,1.4999999999064728,1.4999999999064728,0.45652173913043476,0.45652173913043476,0.5,1.0,1.4221064496490368,1.3485663971088813,0.7638558232533834,0.7469874646314734,0.5811446623009275,1.0,1.461199999999998,1.461199999999998,0.46,0.46,0.5,1.0
53,1.4999997859658751,1.4999997859658751,0.45652158823754585,0.45652158823754585,0.5,1.0,1.4999999999064728,1.4999999999064728,0.45652173913043476,0.45652173913043476,0.5,1.0,1.5303067835966153,1.5161868448911806,0.16673379724556694,0.14669928595035067,0.4402330492393793,1.0,1.459599999999998,1.459599999999998,0.46,0.46,0.5,1.0
54,1.4999998398080656,1.4999998398080656,0.45652162208219466,0.45652162208219466,0.5,1.0,1.4999999999064728,1.4999999999064728,0.45652173913043476,0.45652173913043476,0.5,1.0,1.4241392532384807,1.3507490770934416,0.7612941596266282,0.742195618973097,0.5810185311193199,1.0,1.457999999999998,1.457999999999998,0.46,0.46,0.5,1.0
55,1.6749998811798794,1.6749998811798794,0.456521649191709,0.456521649191709,0.5,1.0,1.6749999999064729,1.6749999999064729,0.45652173913043476,0.45652173913043476,0.5,1.0,1.6864543496703972,1.710751162945364,0.17187220676120463,0.14917739696958,0.4433458591455464,1.0,1.631399999999998,1.631399999999998,0.46,0.46,0.5,1.0
56,1.7228099126814256,1.7228099126814256,0.7330216706488133,0.7330216706488133,0.5,1.0,1.730543370258971,1.730543370258971,0.7162100644510904,0.7162100644510904,0.5,1.0,1.6711507027740231,1.643254082163426,0.9185928436883541,0.9353217816992813,0.5288948846756737,1.0,1.494699999999998,1.494699999999998,0.95,0.95,0.5,0.78
57,1.7439216284546433,1.7439216284546433,0.7910614874495268,0.7910614874495268,0.5,1.0,1.7721433702589708,1.7721433702589708,0.7465217391304348,0.7465217391304348,0.5,1.0,1.6256979587081541,1.6209701485162238,0.8904079976403072,0.9307586930402819,0.4729025127904837,1.0,1.668099999999998,1.668099999999998,0.46,0.46,0.5,1.0
58,1.7373986204912633,1.7373986204912633,0.8511369738334342,0.8511369738334342,0.5,1.0,1.819359649328738,1.819359649328738,0.7343124368048534,0.7343124368048534,0.5,1.0,1.6105889278088419,1.5861238985566175,0.8741353070026951,0.9083761731253884,0.5025885848336723,1.0,1.5313999999999979,1.5313999999999979,0.95,0.95,0.5,0.78
59,1.718139012871214,1.718139012871214,0.8788252339566288,0.8788252339566288,0.5,1.0,1.8629422401776818,1.8629422401776818,0.7422117590240352,0.7422117590240352,0.5,1.0,1.596754152919463,1.5676260257472034,0.8547232020608758,0.8894782059799782,0.492646620855356,1.0,1.7047999999999979,1.7047999999999979,0.46,0.46,0.5,1.0
60,1.6923805188670566,1.6923805188670566,0.8929532478351246,0.8929532478351246,0.5,1.0,1.9089277314137747,1.9089277314137747,0.7369880625302332,0.7369880625302332,0.5,1.0,1.5955577979556321,1.5555691206712512,0.8366569270626286,0.8660675512847256,0.4982673136168551,1.0,1.5680999999999978,1.5680999999999978,0.95,0.95,0.5,0.78
61,1.664800750577922,1.664800750577922,0.8969125397589884,0.8969125397589884,0.5,1.0,1.9494722553487334,1.9494722553487334,0.7488162523153077,0.7488162523153077,0.5,1.0,1.5939450697547672,1.5509211113275105,0.829787267554403,0.85773607493387,0.4936226167196889,1.0,1.7414999999999978,1.7414999999999978,0.46,0.46,0.5,1.0
62,1.6380191568914024,1.6380191568914024,0.8951773775793901,0.8951773775793901,0.5,1.0,1.98126130391317,1.98126130391317,0.7678498944251376,0.7678498944251376,0.5,1.0,1.5948773175670965,1.5490231072069847,0.8250878611853613,0.8509246525281097,0.49412034280207195,1.0,1.6047999999999976,1.6047999999999976,0.95,0.95,0.5,0.78
63,1.6135046491927532,1.6135046491927532,0.8902489297796726,0.8902489297796726,0.5,1.0,2.0111243244821195,2.0111243244821195,0.7720369118066315,0.7720369118066315,0.5,1.0,1.594454321282641,1.5489939322713238,0.8244981282703558,0.8503978961212016,0.4920079775583224,1.0,1.4680999999999975,1.4680999999999975,0.95,0.95,0.5,0.78
64,1.5919298302320501,1.5919298302320501,0.8838583020884848,0.8838583020884848,0.5,1.0,2.036057368192571,2.036057368192571,0.7827542528033666,0.7827542528033666,0.5,1.0,1.5944253847333718,1.549869381647831,0.8230481814841613,0.849024616717495,0.4916535414720065,1.0,1.6414999999999975,1.6414999999999975,0.46,0.46,0.5,1.0
65,1.57347993614724,1.57347993614724,0.8770649871408913,0.8770649871408913,0.5,1.0,2.057351903399053,2.057351903399053,0.7906640538989519,0.7906640538989519,0.5,1.0,1.5938182609801836,1.5511415689900303,0.8227136232682335,0.8497536297991335,0.4907027830522068,1.0,1.5047999999999975,1.5047999999999975,0.95,0.95,0.5,0.78
66,1.5580487984579179,1.5580487984579179,0.8705024732376571,0.8705024732376571,0.5,1.0,2.0745156694699354,2.0745156694699354,0.7996439868024293,0.7996439868024293,0.5,1.0,1.5931982660030548,1.5527309365818882,0.8216695044397677,0.8501362072673427,0.490062307876837,1.0,1.6781999999999975,1.6781999999999975,0.46,0.46,0.5,1.0
67,1.54537252657008,1.54537252657008,0.8645136345387783,0.8645136345387783,0.5,1.0,2.0878898498351433,2.0878898498351433,0.8078822165973738,0.8078822165973738,0.5,1.0,1.592347828778338,1.554433180323252,0.8208057387823998,0.8512555513988024,0.4892470163833598,1.0,1.5414999999999974,1.5414999999999974,0.95,0.95,0.5,0.78
68,1.5351153980436223,1.5351153980436223,0.8592546272314298,0.8592546272314298,0.5,1.0,2.0977263390474965,2.0977263390474965,0.8155728495383617,0.8155728495383617,0.5,1.0,1.5913576898802275,1.5562820260349641,0.8196153661505184,0.8524309233851298,0.4883544539365302,1.0,1.7148999999999974,1.7148999999999974,0.46,0.46,0.5,1.0
69,1.526923601511038,1.526923601511038,0.8547647750708356,0.8547647750708356,0.5,1.0,2.104585681173549,2.104585681173549,0.8220449084216245,0.8220449084216245,0.5,1.0,1.59018608013633,1.5582069313756597,0.8183821630500099,0.8538932813047774,0.48738205877806096,1.0,1.5781999999999974,1.5781999999999974,0.95,0.95,0.5,0.78
70,1.5204569295861161,1.5204569295861161,0.8510145041846124,0.8510145041846124,0.5,1.0,2.1114168702409244,2.1114168702409244,0.8221061107230959,0.8221061107230959,0.5,1.0,1.588819503384161,1.5602181562660549,0.8170306711784611,0.8554809633036554,0.4863214701167836,1.0,1.7515999999999974,1.7515999999999974,0.46,0.46,0.5,1.0
71,1.5154058572177167,1.5154058572177167,0.8479371138443464,0.8479371138443464,0.5,1.0,2.118331191049303,2.118331191049303,0.8219253895470031,0.8219253895470031,0.5,1.0,1.5872692225972127,1.5622734472341135,0.8156350287244409,0.857180166534015,0.4852491330211617,1.0,1.6148999999999971,1.6148999999999971,0.95,0.95,0.5,0.78
72,1.5114991631330095,1.5114991631330095,0.8454493349667546,0.8454493349667546,0.5,1.0,2.1252896925300018,2.1252896925300018,0.8218293446071756,0.8218293446071756,0.5,1.0,1.585536922033701,1.5643485311043628,0.8142176585708328,0.8589502038058247,0.48416600308970326,1.0,1.478199999999997,1.478199999999997,0.95,0.95,0.5,0.78
73,1.5085056712103908,1.5085056712103908,0.8434641128752579,0.8434641128752579,0.5,1.0,2.1323022272250176,2.1323022272250176,0.8217118810977908,0.8217118810977908,0.5,1.0,1.5836629769655775,1.5663947805759029,0.8127959772958041,0.860742491392421,0.48313273310122895,1.0,1.651599999999997,1.651599999999997,0.46,0.46,0.5,1.0
74,1.506232536311608,1.506232536311608,0.8418981193451801,0.8418981193451801,0.5,1.0,2.139363352851755,2.139363352851755,0.8216062486375273,0.8216062486375273,0.5,1.0,1.5816747462722636,1.5683692659750041,0.8113999313265491,0.8625429932260866,0.4821503087232451,1.0,1.514899999999997,1.514899999999997,0.95,0.95,0.5,0.78
75,1.5045216845214069,1.5045216845214069,0.8406757647613069,0.8406757647613069,0.5,1.0,2.146472440315616,2.146472440315616,0.8215019837742147,0.8215019837742147,0.5,1.0,1.579619791583309,1.5702215774719535,0.8100368836829477,0.8643166884735851,0.481249365980781,1.0,1.688299999999997,1.688299999999997,0.46,0.46,0.5,1.0
76,1.5032454460307596,1.5032454460307596,0.8397309532405377,0.8397309532405377,0.5,1.0,2.1536275189035323,2.1536275189035323,0.821402003069747,0.821402003069747,0.5,1.0,1.5775281706175697,1.5719096064170746,0.8087319952160533,0.8660584222200736,0.4804222036800587,1.0,1.551599999999997,1.551599999999997,0.95,0.95,0.5,0.78
77,1.5023020244861642,1.5023020244861642,0.8390074381404247,0.8390074381404247,0.5,1.0,2.1608271067639917,2.1608271067639917,0.8213052437816104,0.8213052437816104,0.5,1.0,1.5754343260690404,1.5733923761269537,0.8074936028353777,0.8677478642051657,0.47967949708538266,1.0,1.724999999999997,1.724999999999997,0.46,0.46,0.5,1.0
78,1.5016111792712385,1.5016111792712385,0.8384583591628818,0.8384583591628818,0.5,1.0,2.1680390784906463,2.1680390784906463,0.8212783223333596,0.8212783223333596,0.5,1.0,1.573354181087507,1.574638879796674,0.80634203659645,0.8693832706031442,0.47900934006861484,1.0,1.588299999999997,1.588299999999997,0.95,0.95,0.5,0.78
79,1.5011103200361227,1.5011103200361227,0.8380453461632955,0.8380453461632955,0.5,1.0,2.1752470714216883,2.1752470714216883,0.8212869718890387,0.8212869718890387,0.5,1.0,1.5713031237277162,1.5756213177825376,0.8052844150349854,0.870951714038769,0.47841529033286057,1.0,1.761699999999997,1.761699999999997,0.46,0.46,0.5,1.0
