t,PID_n1,PID_n2,PID_u1,PID_u2,PID_spl,PID_adm,Fuzzy_n1,Fuzzy_n2,Fuzzy_u1,Fuzzy_u2,Fuzzy_spl,Fuzzy_adm,DL_n1,DL_n2,DL_u1,DL_u2,DL_spl,DL_adm,QL_n1,QL_n2,QL_u1,QL_u2,QL_spl,QL_adm
80,1.500751098785748,1.500751098785748,0.8377374375008146,0.8377374375008146,0.5,1.0,2.1824563427797785,2.1824563427797785,0.8212841926998042,0.8212841926998042,0.5,1.0,1.569282109199763,1.5763210257000548,0.8043337610558445,0.8724516880972774,0.4778863838412147,1.0,1.6249999999999967,1.6249999999999967,0.95,0.95,0.5,0.78
81,1.5004965143716715,1.5004965143716715,0.8375099661175572,0.8375099661175572,0.5,1.0,2.189665203375195,2.189665203375195,0.8212850856621385,0.8212850856621385,0.5,1.0,1.5672937749542768,1.5767222632431122,0.8034906300334916,0.873872623667441,0.47742513710379186,1.0,1.4882999999999966,1.4882999999999966,0.95,0.95,0.5,0.78
82,1.5003185032332378,1.5003185032332378,0.8373435024748558,0.8373435024748558,0.5,1.0,2.196874195950872,2.196874195950872,0.8212847987485288,0.8212847987485288,0.5,1.0,1.5653317700670832,1.57681798301328,0.8027578526120325,0.87521233242498,0.47702156794070294,1.0,1.6616999999999966,1.6616999999999966,0.46,0.46,0.5,1.0
83,1.3251959687277102,1.3251959687277102,0.8372229010989728,0.8372229010989728,0.5,1.0,2.0290831461206738,2.0290831461206738,0.821284890935214,0.821284890935214,0.5,1.0,1.3965583010020068,1.3934414639888282,0.802126055483893,0.8764608751455164,0.47667742013693876,1.0,1.3884999999999965,1.3884999999999965,0.95,0.95,0.5,0.78
84,1.2773031923984577,1.2773031923984577,0.5606364702809834,0.5606364702809834,0.5,1.0,1.9269982821962646,1.9269982821962646,0.6784453563574112,0.6784453563574112,0.5,1.0,1.5020440586908843,1.5563969889186482,0.16425665231675346,0.1652188202512952,0.4310567089394861,1.0,1.4604999999999966,1.4604999999999966,0.3,0.3,0.5,1.0
85,1.2561368772503396,1.2561368772503396,0.5025354677133,0.5025354677133,0.5,1.0,1.8333203139806828,1.8333203139806828,0.66016949612083,0.66016949612083,0.5,1.0,1.3941624083318793,1.36904358761145,0.7520069708493999,0.8028518371206067,0.5667656100755216,1.0,1.4588999999999965,1.4588999999999965,0.46,0.46,0.5,1.0
86,1.2626249460300738,1.2626249460300738,0.4424172417831866,0.4424172417831866,0.5,1.0,1.7459203139806827,1.7459203139806827,0.6465217391304348,0.6465217391304348,0.5,1.0,1.492725497520643,1.5405489883720194,0.16383130557370937,0.16210675975382738,0.41410830893492834,1.0,1.4572999999999965,1.4572999999999965,0.46,0.46,0.5,1.0
87,1.2818631315932913,1.2818631315932913,0.4146995966017008,0.4146995966017008,0.5,1.0,1.6585203139806826,1.6585203139806826,0.6465217391304348,0.6465217391304348,0.5,1.0,1.40634836659708,1.3720213863686337,0.714188049776797,0.7529961522383091,0.576546123747056,1.0,1.4556999999999964,1.4556999999999964,0.46,0.46,0.5,1.0
88,1.307609321616702,1.307609321616702,0.4005517608186723,0.4005517608186723,0.5,1.0,1.6135930902940754,1.6135930902940754,0.5541896167100153,0.5541896167100153,0.5,1.0,1.4982482104696482,1.5398465189548096,0.17643751689057496,0.17198644732954593,0.41205024200531637,1.0,1.4540999999999964,1.4540999999999964,0.46,0.46,0.5,1.0
89,1.3351827917357157,1.3351827917357157,0.3965794127847525,0.3965794127847525,0.5,1.0,1.577873760218382,1.577873760218382,0.5341724566862895,0.5341724566862895,0.5,1.0,1.4073437512390794,1.3711676195277118,0.7212671162741088,0.7560880112425579,0.573520033941717,1.0,1.4524999999999963,1.4524999999999963,0.46,0.46,0.5,1.0
90,1.3619619212173828,1.3619619212173828,0.3983062402572457,0.3983062402572457,0.5,1.0,1.5367008561322846,1.5367008561322846,0.5460280523610814,0.5460280523610814,0.5,1.0,1.4998789214893047,1.539936645682189,0.17600238028218898,0.16898849709889216,0.41308634566674357,1.0,1.4508999999999963,1.4508999999999963,0.46,0.46,0.5,1.0
91,1.3864763071873858,1.3864763071873858,0.4032295957173846,0.4032295957173846,0.5,1.0,1.5284876236584544,1.5284876236584544,0.47437659233441354,0.47437659233441354,0.5,1.0,1.407666931939616,1.3708347935014351,0.7257467843579808,0.7553702628821111,0.5753131696547205,1.0,1.4492999999999963,1.4492999999999963,0.46,0.46,0.5,1.0
92,1.4080523422348301,1.4080523422348301,0.4096173151142515,0.4096173151142515,0.5,1.0,1.5140740161652415,1.5140740161652415,0.48785566846350636,0.48785566846350636,0.5,1.0,1.5009811277768288,1.5400860864896848,0.17587794681503138,0.16637099052091955,0.4148048842193505,1.0,1.4476999999999962,1.4476999999999962,0.46,0.46,0.5,1.0
93,1.4265041296876126,1.4265041296876126,0.41640915771134207,0.41640915771134207,0.5,1.0,1.5079417631842964,1.5079417631842964,0.4698527238716197,0.4698527238716197,0.5,1.0,1.4083156469131415,1.370888207339563,0.729029667655647,0.7532819845482858,0.5778289672807388,1.0,1.4460999999999962,1.4460999999999962,0.46,0.46,0.5,1.0
94,1.4419374173967798,1.4419374173967798,0.42297111367572354,0.42297111367572354,0.5,1.0,1.5038020568941701,1.5038020568941701,0.46552110063070945,0.46552110063070945,0.5,1.0,1.5022769715494557,1.5401888754867257,0.1763301544161337,0.16440464388065548,0.4168409420660375,1.0,1.4444999999999961,1.4444999999999961,0.46,0.46,0.5,1.0
95,1.46939385797356,1.4281628996673086,0.5121858174689622,0.5121858174689622,0.5,0.86,1.5048957277408426,1.4565671006611005,0.6003556158974167,0.6003556158974167,0.5,0.86,1.592703299399624,1.5483305837673638,0.4641561940628297,0.3263485160590449,0.6345764946704161,0.86,1.355519999999996,1.446869999999996,0.66,0.66,0.3,0.86
96,1.4813328299185708,1.4306033395040478,0.5640837058695289,0.4694586565566821,0.5,0.86,1.5046443166596537,1.4505546958742688,0.604854217662839,0.4917322919284104,0.5,0.86,1.6028710157002597,1.5298178620411451,0.5979645423224287,0.5026445514392008,0.5231426203074251,0.86,1.411019999999996,1.3047599999999961,0.66,0.66,0.7,0.86
97,1.4884485674916546,1.4326442669203676,0.5802149245047372,0.47051139020732574,0.5,0.86,1.505322772451271,1.434709230584627,0.6017442950113125,0.5176428597882529,0.5,0.86,1.6274628415681374,1.538558115127139,0.5306629538092975,0.4458490062111946,0.5073644769015996,0.86,1.3220399999999959,1.3071299999999961,0.66,0.66,0.3,0.86
98,1.4923340147055952,1.436248280459188,0.591018571190834,0.46639258619546625,0.5,0.86,1.505243933652035,1.4332896444082874,0.604277052840255,0.47963000309970855,0.5,0.86,1.6397486255150338,1.5263220157453832,0.5712531353386532,0.5015695071636421,0.5068949928381884,0.86,1.371079999999996,1.320749999999996,0.44,0.44,0.5,0.86
99,1.4945530819271515,1.4399209339259325,0.596591748422888,0.46621171682017265,0.5,0.86,1.5057230671119874,1.4297477253261224,0.602410924883102,0.485222448174348,0.5,0.86,1.6539606636067021,1.525972346979751,0.5411642455781276,0.4888788438632511,0.4873204527118726,0.86,1.4201199999999963,1.334369999999996,0.44,0.44,0.5,0.86
100,1.4958428829302455,1.4436085151280087,0.5996996621970109,0.4661723815492063,0.5,0.86,1.5056614817153942,1.4307378626227834,0.6042193491524857,0.4732802706280341,0.5,0.86,1.6675343495165265,1.5226049870188512,0.539137068194006,0.5001098568144078,0.48387505343253656,0.86,1.3311399999999962,1.336739999999996,0.66,0.66,0.3,0.86
101,1.4966239458787425,1.4471422450728475,0.6014011272625525,0.466577786706617,0.5,0.86,1.505997130276547,1.4283942639717326,0.6028908074877835,0.48206481857984357,0.5,0.86,1.6787491230119405,1.5206021077378944,0.5310575246869313,0.5090959312362326,0.4706560724717785,0.86,1.3801799999999962,1.350359999999996,0.44,0.44,0.5,0.86
102,1.4971224500930962,1.4504939729819804,0.6023461397513254,0.46705737046341766,0.5,0.86,1.5059529952885027,1.4289714153463178,0.6041609865820875,0.47436850757685023,0.5,0.86,1.6877998475665326,1.5200326545373064,0.523554509896579,0.5169326223634221,0.4584538289414988,0.86,1.4292199999999964,1.363979999999996,0.44,0.44,0.5,0.86
103,1.4974623733144115,1.4536489628386706,0.602876510965501,0.4675757843038459,0.5,0.86,1.5061881503363623,1.4285217552852933,0.6032269061944486,0.47707420305935266,0.5,0.86,1.6922380139674085,1.5199881473347405,0.5200345070923347,0.5304770044297278,0.4427698893175084,0.86,1.3402399999999963,1.366349999999996,0.66,0.66,0.3,0.86
104,1.497711439622863,1.456610402858467,0.6031803802392928,0.46808579704928455,0.5,0.86,1.5061566660771428,1.4284444803494436,0.6041186764522397,0.47609295108260846,0.5,0.86,1.6912138447845757,1.5217650250747703,0.5159808085457205,0.5432649003626685,0.4242915076753533,0.86,1.3892799999999963,1.379969999999996,0.44,0.44,0.5,0.86
105,1.497906827551554,1.4593858740881125,0.603359906593007,0.4685758333869684,0.5,0.86,1.506321380363832,1.4282326146154205,0.6034624940244505,0.47644760404222186,0.5,0.86,1.6840441325916415,1.5255834463749063,0.5129439225127708,0.5564718262489585,0.40476334617492865,0.86,1.4383199999999965,1.3935899999999959,0.44,0.44,0.5,0.86
106,1.4980690518456545,1.4619852875256034,0.603470821758861,0.4690397537879025,0.5,0.86,1.5062990494664197,1.4280693258155637,0.6040880632020477,0.47631960158065,0.5,0.86,1.6716214435998216,1.5321397356100117,0.5090353252660303,0.566178754946433,0.38698469895549065,0.86,1.3493399999999964,1.3959599999999959,0.66,0.66,0.3,0.86
107,1.4982095403471758,1.4644189850157168,0.6035435167173203,0.4694764229509526,0.5,0.86,1.506414407714046,1.427888369475108,0.60362756438921,0.4763661563648369,0.5,0.86,1.6556280518432667,1.540845477419798,0.5053441030906828,0.572832050389076,0.3740434525679934,0.86,1.3983799999999964,1.4095799999999958,0.44,0.44,0.5,0.86
108,1.498334756713696,1.466697171520372,0.603594594091905,0.4698862015687609,0.5,0.86,1.5063986306899877,1.4277136159504171,0.604066143893172,0.4763498116592652,0.5,0.86,1.6382695425146754,1.5505719973934744,0.5020481580630494,0.5763362057814572,0.3675356864126812,0.86,1.4538799999999963,1.2674699999999959,0.66,0.66,0.7,0.86
109,1.4984484463308105,1.4688296209254557,0.6036331450932625,0.4702702255465519,0.5,0.86,1.5064794144447085,1.427536481495891,0.6037431981447466,0.4763560855191727,0.5,0.86,1.6215224432163142,1.5597256705864422,0.4999155626797332,0.5779148165063324,0.3674630507831643,0.86,1.3648999999999962,1.2698399999999959,0.66,0.66,0.3,0.86
110,1.4985528598843025,1.470825583826781,0.6036641687174172,0.4706298737777988,0.5,0.86,1.5064682981700799,1.4273600454394666,0.6040505561024371,0.47635424520797,0.5,0.86,1.6068938498670855,1.5670715235502977,0.4990102342487754,0.5778094343741487,0.37257881143730676,0.86,1.4139399999999962,1.283459999999996,0.44,0.44,0.5,0.86
111,1.498649420432075,1.4726937635095523,0.6036904329505941,0.4709665884511952,0.5,0.86,1.5065248660607993,1.427183206329464,0.6038241876564567,0.476355307272734,0.5,0.86,1.5951882152810737,1.5719442191714963,0.4993078648004309,0.576389690090868,0.38091754426721214,0.86,1.3249599999999961,1.285829999999996,0.66,0.66,0.3,0.86
112,1.4987390874545288,1.4744423262847746,0.6037134882192177,0.47128178451851777,0.5,0.86,1.5065170486048338,1.427006357797069,0.6040395232640988,0.47635533210117253,0.5,0.86,1.5867205827387587,1.574519319852892,0.5000591444960512,0.573319756670883,0.39050401899779696,0.86,1.3739999999999961,1.299449999999996,0.44,0.44,0.5,0.86
113,1.498822555891924,1.4760789245721324,0.6037342192729254,0.4715768161070945,0.5,0.86,1.5065566577350638,1.4268293601152695,0.6038809059189632,0.47635572511673097,0.5,0.86,1.5814489275140962,1.575441839720026,0.5006681615814588,0.5687730040702832,0.3998563817502588,0.86,1.4230399999999963,1.313069999999996,0.44,0.44,0.5,0.86
114,1.4989003652969344,1.4776107248195818,0.6037531458026402,0.47185296377483715,0.5,0.86,1.5065511674795937,1.4266522633681356,0.6040317399848493,0.4763559861584557,0.5,0.86,1.579239286905295,1.5756334606624918,0.5004736728517332,0.5627836402731681,0.4081727230727213,0.86,1.3340599999999962,1.315439999999996,0.66,0.66,0.3,0.86
115,1.4989729600039914,1.4790444363766393,0.6037705862640236,0.4721114319972127,0.5,0.86,1.5065789010747355,1.4264750502504555,0.6039206234276202,0.47635629280021097,0.5,0.86,1.579938440491934,1.575951951281618,0.4991713829263794,0.5558105725935363,0.4151478324519008,0.86,1.3830999999999962,1.329059999999996,0.44,0.44,0.5,0.86
116,1.499040722584297,1.4803863397650163,0.6037867472230578,0.4723533507552651,0.5,0.86,1.5065750488240057,1.4262977273228639,0.6040262617081265,0.47635658215439125,0.5,0.86,1.5834987294225016,1.5771964167159696,0.49631545273384287,0.5480814895063553,0.4207048983886671,0.86,1.4321399999999964,1.3426799999999959,0.44,0.44,0.5,0.86
117,1.4991039927122392,1.4816423136908035,0.6038017721473502,0.47257977885168095,0.5,0.86,1.5065944669319202,1.4261202927120706,0.60394843442169,0.47635687644477775,0.5,0.86,1.5899197226038932,1.5799635804239285,0.4916564211708524,0.5402017738618301,0.4247681702975538,0.86,1.3431599999999964,1.3450499999999959,0.66,0.66,0.3,0.86
118,1.4991630780470935,1.482817860574964,0.6038157681108547,0.47279170781512375,0.5,0.86,1.506591765754879,1.4259427475159858,0.6040224119633477,0.4763571678421211,0.5,0.86,1.5991604018784111,1.5846292464271894,0.4851082216138644,0.5329283174168001,0.4271540352631875,0.86,1.3921999999999963,1.3586699999999958,0.44,0.44,0.5,0.86
119,1.4933030392125524,1.5560949927183805,0.4692609539881326,0.29722362577518163,0.5,1.0,1.5031665283213005,1.4812183163283439,0.46396790746430105,0.3363574591035693,0.5,1.0,1.3982586374594244,1.414477919689229,0.8171824506872023,0.9024981822626823,0.4166718164217293,1.0,1.4641999999999964,1.4306699999999957,0.3,0.3,0.5,1.0
120,1.4917789839317857,1.5776883968030346,0.45983490278427525,0.4095795563377082,0.5,1.0,1.5016826454629335,1.4691561490732719,0.45974757143123274,0.48274384185885233,0.5,1.0,1.5382501742464005,1.534236053901944,0.21355668928122243,0.13481359115423114,0.5672086044198539,1.0,1.4625999999999963,1.4290699999999956,0.46,0.46,0.5,1.0
121,1.4911623473803919,1.5883811440219522,0.45786225337259484,0.43327663648061365,0.5,1.0,1.5007897040777871,1.496086786261128,0.45846291605466594,0.39797687567857337,0.5,1.0,1.365468532465714,1.3781699961040543,0.7653849572547989,0.8625448244377574,0.42689390132505034,1.0,1.4609999999999963,1.4274699999999956,0.46,0.46,0.5,1.0
122,1.4914782840848366,1.5876510337529728,0.45583492020772876,0.4581089353673465,0.5,1.0,1.500421787620508,1.4907560289425683,0.45732155751582415,0.46811034199686863,0.5,1.0,1.521520462647982,1.5039270287969502,0.19052660060556903,0.10988869749190104,0.5802242058591183,1.0,1.4593999999999963,1.4258699999999955,0.46,0.46,0.5,1.0
123,1.4922169328415749,1.5815108347442666,0.45491598096361224,0.4698699978450135,0.5,1.0,1.5001935546732372,1.5012441363313176,0.4570178977114581,0.4337215056766318,0.5,1.0,1.3635541834550535,1.3614146858007956,0.7350253414219424,0.8312325329021508,0.4289175663361072,1.0,1.4577999999999962,1.4242699999999955,0.46,0.46,0.5,1.0
124,1.493165022407224,1.5724817885776974,0.45446067485728464,0.47615010036210703,0.5,1.0,1.5001055427350602,1.4964514230506156,0.4567130694308195,0.46694068104500436,0.5,1.0,1.5189779412821458,1.4884682664176743,0.18983721473340254,0.1091250929970959,0.5779735157248985,1.0,1.4561999999999962,1.4226699999999954,0.46,0.46,0.5,1.0
125,1.4941636163971446,1.562475098415844,0.4543508826306071,0.47827541339533336,0.5,1.0,1.5000470612873817,1.5019749535273141,0.45664887271234444,0.44451406418109024,0.5,1.0,1.3636317335541457,1.3477967220824356,0.7332417362377416,0.8233185943345164,0.43320235938419305,1.0,1.4545999999999961,1.4210699999999954,0.46,0.46,0.5,1.0
126,1.4951244823559284,1.5525768374231381,0.4544329000896002,0.47803969781023,0.5,1.0,1.5000264909504517,1.4979697569036459,0.45656645725419553,0.46522868831232206,0.5,1.0,1.5177477074271977,1.4775106150552273,0.1881416796011588,0.10788034899483337,0.5730027297371072,1.0,1.452999999999996,1.4194699999999953,0.46,0.46,0.5,1.0
127,1.4959988624040863,1.5434108326782523,0.4546209129387869,0.47644783640192556,0.5,1.0,1.5000113616110355,1.5015587097202323,0.45655462899873084,0.4487196677900295,0.5,1.0,1.3655917590029523,1.3379372985130864,0.7312450422360507,0.8159924902995713,0.4386113595341378,1.0,1.451399999999996,1.4178699999999953,0.46,0.46,0.5,1.0
128,1.4967651954296637,1.5352784220274531,0.454855797770484,0.4742008927191285,0.5,1.0,1.500006684415182,1.498640748345819,0.4565319069475076,0.46286513342263763,0.5,1.0,1.5173988392349445,1.4722456011864409,0.18471136390653028,0.10634215151662914,0.56374835149761,1.0,1.449799999999996,1.4162699999999953,0.46,0.46,0.5,1.0
129,1.4974184719553958,1.5282816490807543,0.45510157277014757,0.4717321151015192,0.5,1.0,1.5000027924965234,1.501121047136017,0.4565301998231708,0.45112978523869984,0.5,1.0,1.3702268604828696,1.3347052853785462,0.7252853008687526,0.8066979481746592,0.4439506182084559,1.0,1.448199999999996,1.4146699999999952,0.46,0.46,0.5,1.0
130,1.497963492614344,1.52240162287602,0.45533691161098216,0.4693044047929003,0.5,1.0,1.500001692681456,1.49905212038607,0.4565241300327553,0.46101940597814534,0.5,1.0,1.5180694785918099,1.4745051592165206,0.1814766671246765,0.10625704603420465,0.5507663928245037,1.0,1.446599999999996,1.4130699999999952,0.46,0.46,0.5,1.0
131,1.498410284796976,1.5175522948174653,0.4555504517768864,0.46706375664903166,0.5,1.0,1.5000007168026437,1.5007934660049627,0.45652386060611344,0.4527362051763205,0.5,1.0,1.376269797950242,1.3380778767316521,0.7190101710749738,0.7988745313738007,0.44986904298314334,1.0,1.4449999999999958,1.4114699999999951,0.46,0.46,0.5,1.0
132,1.498771169893676,1.513615256642564,0.4557372063115216,0.4650805177715245,0.5,1.0,1.5000004278371708,1.4993325676841835,0.4565223673162451,0.4596976050451719,0.5,1.0,1.5188829894375682,1.4827823508332723,0.17998764888558713,0.1084522085297471,0.5366845475588005,1.0,1.4433999999999958,1.409869999999995,0.46,0.46,0.5,1.0
133,1.4990589389540279,1.510461734348353,0.45589615421662644,0.4633772223787195,0.5,1.0,1.5000001799109102,1.5005605422836217,0.4565222781005663,0.45385222913165607,0.5,1.0,1.3822489634663764,1.3456136483744707,0.7144445934680135,0.7938222074667551,0.4571678262478436,1.0,1.4417999999999958,1.408269999999995,0.46,0.46,0.5,1.0
134,1.4992857865945746,1.5079657582906432,0.4560285920857678,0.46194777403849996,0.5,1.0,1.5000001082424153,1.4995287277774645,0.45652189493151046,0.45876481414381987,0.5,1.0,1.5192533553885945,1.4937177908380421,0.1804845320774156,0.11275778447521635,0.5238744682805457,1.0,1.4401999999999957,1.406669999999995,0.46,0.46,0.5,1.0
135,1.4994627458795518,1.5060114523561388,0.4561370450326582,0.46077023029240105,0.5,1.0,1.5000000456826033,1.5003961791603766,0.45652187513002607,0.4546359752545385,0.5,1.0,1.3876702324657664,1.3547947678905823,0.7109275629360773,0.7901727541732445,0.46534180006611303,1.0,1.4385999999999957,1.405069999999995,0.46,0.46,0.5,1.0
136,1.4995994460022792,1.5044964894721338,0.45622456495059244,0.4598151367043586,0.5,1.0,1.5000000273716512,1.499666838237118,0.45652177893685253,0.4581072628766488,0.5,1.0,1.5193443719776742,1.5045456628216791,0.18254494085646067,0.11870498426744187,0.5134400292997139,1.0,1.4369999999999956,1.4034699999999949,0.46,0.46,0.5,1.0
137,1.4997040694728865,1.503333138752771,0.4562942968030276,0.4590507624333969,0.5,1.0,1.5000000115303045,1.5002801978030222,0.45652177356814494,0.4551883487697737,0.5,1.0,1.3926568927436764,1.3639252544527023,0.7075682725002637,0.7865793092453328,0.4733188717050563,1.0,1.4353999999999956,1.4018699999999948,0.46,0.46,0.5,1.0
138,1.499783425451875,1.5024478747884888,0.4563492261326336,0.45844622600930934,0.5,1.0,1.500000006923341,1.4997643084189858,0.4565217491455727,0.4576432377913834,0.5,1.0,1.51956765435735,1.5137519270350968,0.18562496772462642,0.1258153927187043,0.5054720161119086,1.0,1.4337999999999955,1.4002699999999948,0.46,0.46,0.5,1.0
139,1.4998430840559938,1.5017801972120635,0.45639204651278487,0.4579732121226638,0.5,1.0,1.5000000029192821,1.5001982756378913,0.4565217478349107,0.4555783321328138,0.5,1.0,1.3974953516647448,1.3720715034641877,0.7039782937154438,0.7824406764226302,0.48037550575356947,1.0,1.4321999999999955,1.3986699999999948,0.46,0.46,0.5,1.0
140,1.4998875362093176,1.5012810816670976,0.45642510401451336,0.45760677292383867,0.5,1.0,1.5000000017509467,1.4998331836650534,0.4565217416702943,0.4573154173322562,0.5,1.0,1.5202035692312845,1.5207999662218192,0.18928663451487313,0.13367710391084123,0.4994763558175748,1.0,1.5041999999999955,1.4706699999999948,0.3,0.3,0.5,1.0
141,1.4999203572059798,1.5009113260992106,0.4564503891376906,0.45732555558236315,0.5,1.0,1.5000000007379313,1.5001403597600675,0.45652174133264234,0.4558539650108386,0.5,1.0,1.4024358180981782,1.3788556598668082,0.700041048501984,0.7775938590808793,0.48631221709001526,1.0,1.5025999999999955,1.4690699999999948,0.46,0.46,0.5,1.0
142,1.4999443613414845,1.5006399492338365,0.4564695562271635,0.45711168883776976,0.5,1.0,1.5000000004428533,1.4998818926687745,0.45652173977190863,0.4570836241115064,0.5,1.0,1.521341448898966,1.525737666293328,0.19327122949199038,0.1419730374051672,0.4947866580169128,1.0,1.5009999999999954,1.4674699999999947,0.46,0.46,0.5,1.0
143,1.4999617410390194,1.5004427267560578,0.4564839571792717,0.4569504836473448,0.5,1.0,1.5000000001866876,1.5000993885037104,0.456521739687317,0.4560489220979654,0.5,1.0,1.4075986890194354,1.3842676598746526,0.6957556277284924,0.7720982120502162,0.4912019735132759,1.0,1.4993999999999954,1.4658699999999947,0.46,0.46,0.5,1.0
144,1.499974187785964,1.5003009044383069,0.45649468098490276,0.45683004851684994,0.5,1.0,1.5000000001120035,1.4999163594868479,0.4565217392927914,0.4569196282975269,0.5,1.0,1.5229377544743679,1.5288899027826965,0.1974540388089327,0.15045616040198792,0.4908760078739082,1.0,1.4977999999999954,1.4642699999999946,0.46,0.46,0.5,1.0
145,1.4999829945842411,1.5002000985505577,0.45650259391678905,0.45674088236467186,0.5,1.0,1.500000000055798,1.5000703906610635,0.4565217392526204,0.4561868887517049,0.5,1.0,1.4129584596520106,1.3885017064098562,0.6911884417167472,0.7661321913162914,0.495160448493682,1.0,1.4961999999999953,1.4626699999999946,0.46,0.46,0.5,1.0
146,1.499989140993859,1.5001293767800066,0.4565083773703959,0.45667548210989367,0.5,1.0,1.500000000055798,1.4999407581757997,0.45652173913043476,0.4568035488810081,0.5,1.0,1.5248794405788646,1.5306663970703616,0.20176712705507652,0.15891619558109896,0.4874615699337837,1.0,1.4945999999999953,1.4610699999999945,0.46,0.46,0.5,1.0
147,1.4999933625570094,1.5000805036339637,0.45651256181923805,0.45662798510009306,0.5,1.0,1.500000000055798,1.5000498602485337,0.45652173913043476,0.45628456071144774,0.5,1.0,1.4183911852794593,1.3918267687475685,0.6864468984650666,0.7599180659310173,0.49827932855839346,1.0,1.4929999999999952,1.4594699999999945,0.46,0.46,0.5,1.0
148,1.4999962066713295,1.5000473301290334,0.4565155562732172,0.4565938554455008,0.5,1.0,1.500000000055798,1.4999580346261734,0.45652173913043476,0.45672136004860925,0.5,1.0,1.5270304286002645,1.5314596456579428,0.20615162690249608,0.16716985085580954,0.4844499802284603,1.0,1.4913999999999952,1.4578699999999944,0.46,0.46,0.5,1.0
149,1.499998077000975,1.5000253065653837,0.4565176731964225,0.4565696164427163,0.5,1.0,1.500000000055798,1.5000353213024211,0.45652173913043476,0.4563537246168529,0.5,1.0,1.4237423031290128,1.3945040556140837,0.681649693623704,0.7536627314091453,0.500644603799172,1.0,1.4897999999999951,1.4562699999999944,0.46,0.46,0.5,1.0
150,1.4999992683845726,1.5000110980456758,0.45651914916609226,0.45655262721675627,0.5,1.0,1.500000000055798,1.499970270345536,0.45652173913043476,0.45666315425409826,0.5,1.0,1.5292631257395894,1.5315995298904963,0.21054650288273913,0.1750702430151104,0.4818386046110397,1.0,1.488199999999995,1.4546699999999944,0.46,0.46,0.5,1.0
151,1.499999993993349,1.5000022842594798,0.45652016172005117,0.4565408995352088,0.5,1.0,1.500000000055798,1.500025023575277,0.45652173913043476,0.4564027103701279,0.5,1.0,1.4288776078275633,1.3967481638866883,0.6769022317128462,0.747525776799837,0.5023559730378166,1.0,1.486599999999995,1.4530699999999943,0.46,0.46,0.5,1.0
152,1.5000004062576315,1.4999971273575705,0.4565208429037336,0.456532949786759,0.5,1.0,1.500000000055798,1.4999789372922956,0.45652173913043476,0.4566219267021336,0.5,1.0,1.5314760353540533,1.531340026962295,0.21489493067440854,0.18251748106016424,0.47964308484932816,1.0,1.484999999999995,1.4514699999999943,0.46,0.46,0.5,1.0
153,1.5000006128439947,1.499994394139622,0.45652129002964537,0.4565276809085836,0.5,1.0,1.500000000055798,1.5000177289713592,0.45652173913043476,0.45643740939333977,0.5,1.0,1.4337060746054129,1.3987176323341466,0.6722838102708097,0.7416126144613399,0.5035252189903143,1.0,1.483399999999995,1.4498699999999942,0.46,0.46,0.5,1.0
154,1.5000006887448967,1.4999932210703057,0.45652157412847366,0.4565242892811224,0.5,1.0,1.500000000055798,1.499985076982056,0.45652173913043476,0.4565927217158767,0.5,1.0,1.5335990398895165,1.530863037920619,0.2191521836335582,0.1894600536043203,0.47786421370366755,1.0,1.481799999999995,1.4482699999999942,0.46,0.46,0.5,1.0
155,1.500000685345864,1.499993012714536,0.45652174651963623,0.45652219207776007,0.5,1.0,1.500000000055798,1.5000125612532125,0.45652173913043476,0.45646199071487725,0.5,1.0,1.4381810953972367,1.4005206581433374,0.6678451908999372,0.7359816009904134,0.5042639126706937,1.0,1.4801999999999949,1.4466699999999941,0.46,0.46,0.5,1.0
156,1.500000637165207,1.4999933659957905,0.45652184387099354,0.4565209711277075,0.5,1.0,1.500000000055798,1.4999894266657507,0.45652173913043476,0.4565720317118734,0.5,1.0,1.535590374575151,1.530290336701318,0.22328897902570352,0.19588719980930747,0.47648145126128055,1.0,1.4785999999999948,1.445069999999994,0.46,0.46,0.5,1.0
157,1.5000005668178185,1.4999940142232426,0.45652189205954014,0.45652032994032155,0.5,1.0,1.500000000055798,1.5000089000656578,0.45652173913043476,0.4564794056523758,0.5,1.0,1.4422910044616126,1.4022262795894158,0.6636124288125806,0.7306558912427247,0.5046722550958304,1.0,1.4769999999999948,1.443469999999994,0.46,0.46,0.5,1.0
158,1.5000004886359641,1.4999947861171565,0.4565219090909874,0.45652006110018695,0.5,1.0,1.500000000055798,1.4999925083693109,0.45652173913043476,0.45655737325292806,0.5,1.0,1.537429868183602,1.5296980055026654,0.22729046030971392,0.201816953526723,0.47545827491537573,1.0,1.4753999999999947,1.441869999999994,0.46,0.46,0.5,1.0
159,1.5000004112834227,1.4999955761125852,0.4565219072881337,0.45652002174906803,0.5,1.0,1.500000000055798,1.500006306103717,0.45652173913043476,0.4564917440556389,0.5,1.0,1.4460469974357235,1.4038757704898033,0.6595933264476259,0.7256351643365934,0.5048334748048315,1.0,1.4737999999999947,1.440269999999994,0.46,0.46,0.5,1.0
