episode,epsilon,reward_sum,reward_mean,violation_sum,risk_sum,energy_mean,admission_mean,slew_mean,overshoot_sum,q_max,q_mean
487,0.19273,-86.23977,-0.71866,0.0,0.0,1.02693,0.95275,0.11743,0.24224,0.0,-10.28357
488,0.19227,-43.49306,-0.36244,0.0,0.0,1.02934,0.95183,0.10761,0.04816,0.0,-10.22839
489,0.1918,-604.90885,-5.04091,0.0,0.0,1.21915,0.93458,0.13709,0.42459,0.0,-10.38419
490,0.19133,-1296.37344,-10.80311,0.0,0.0,1.45309,0.907,0.15993,0.0,0.0,-10.79587
491,0.19087,-959.12436,-7.9927,0.0,0.0,1.30498,0.91025,0.16144,0.00021,0.0,-11.05947
492,0.1904,-1207.37063,-10.06142,0.0,0.0,1.42115,0.90167,0.1652,0.01712,0.0,-11.41283
493,0.18993,-386.85667,-3.22381,0.0,0.0,1.08334,0.94533,0.11931,0.0,0.0,-11.41684
494,0.18947,-182.40502,-1.52004,0.0,0.07909,1.03033,0.94792,0.12753,7.91392,0.0,-11.25505
495,0.189,-46.92539,-0.39104,0.0,0.0,1.03177,0.95508,0.10841,0.06123,0.0,-11.08733
496,0.18853,-100.22878,-0.83524,0.0,0.0,1.03756,0.94892,0.11791,1.43321,0.0,-10.97119
497,0.18807,-62.02926,-0.51691,0.0,0.0,1.03448,0.94633,0.1093,1.47803,0.0,-10.86259
498,0.1876,-126.51449,-1.05429,0.0,0.0,1.02598,0.95392,0.11073,0.03468,0.0,-10.79346
499,0.18713,-67.68957,-0.56408,0.0,0.0,1.01802,0.95225,0.1127,2.01198,0.0,-10.70462
500,0.18667,-158.30096,-1.31917,0.0,0.0,1.03515,0.94958,0.12212,7.37311,0.0,-10.61286
501,0.1862,-219.82402,-1.83187,0.0,0.21165,1.05226,0.95042,0.09933,8.67757,0.0,-10.56776
502,0.18573,-180.58044,-1.50484,0.0,0.0,1.07614,0.938,0.13151,0.97486,0.0,-10.51443
503,0.18527,-105.43541,-0.87863,0.0,0.0,1.05218,0.94442,0.121,1.10006,0.0,-10.45917
504,0.1848,-92.45272,-0.77044,0.0,0.0,1.02681,0.94517,0.11657,1.57781,0.0,-10.41841
505,0.18433,-96.76219,-0.80635,0.0,0.0,1.03986,0.93967,0.12039,1.72341,0.0,-10.37915
506,0.18387,-147.35988,-1.228,0.0,0.0,1.04391,0.93833,0.11072,1.27242,0.0,-10.34052
507,0.1834,-744.03807,-6.20032,0.0,0.0,1.23016,0.92308,0.14519,4.08961,0.0,-10.52674
508,0.18293,-851.62678,-7.09689,0.0,0.0,1.3023,0.91442,0.14271,1.42651,0.0,-10.74862
509,0.18247,-1200.15061,-10.00126,0.0,0.0,1.4302,0.91225,0.15384,0.05875,0.0,-11.10564
510,0.182,-1230.38156,-10.25318,0.0,0.0,1.40313,0.913,0.16585,0.05415,0.0,-11.46181
511,0.18153,-1136.44888,-9.47041,0.0,0.0,1.38876,0.90825,0.1556,0.0,0.0,-11.74604
512,0.18107,-1275.72587,-10.63105,0.0,0.0,1.41181,0.90967,0.16817,0.0,0.0,-12.06046
513,0.1806,-1188.73507,-9.90613,0.0,0.0,1.39948,0.90658,0.15821,0.00017,0.0,-12.35136
514,0.18013,-735.47713,-6.12898,0.0,0.0,1.212,0.92375,0.12315,0.0,0.0,-12.50171
515,0.17967,-214.22458,-1.7852,0.0,0.85426,1.08149,0.95608,0.1108,12.73068,0.0,-12.43857
516,0.1792,-139.47289,-1.16227,0.0,0.0,1.03159,0.951,0.11429,6.10434,0.0,-12.34976
517,0.17873,-198.119,-1.65099,0.0,0.46221,1.05466,0.94258,0.12521,11.48254,0.0,-12.12011
518,0.17827,-55.42384,-0.46187,0.0,0.0,1.01922,0.95517,0.11817,0.28452,0.0,-11.90471
519,0.1778,-72.46063,-0.60384,0.0,0.0,1.03836,0.948,0.11854,1.75689,0.0,-11.7456
520,0.17733,-162.51699,-1.35431,0.0,0.11819,1.0475,0.9515,0.12209,7.60747,0.0,-11.67973
521,0.17687,-108.31112,-0.90259,0.0,0.0,1.03712,0.9475,0.11834,3.09215,0.0,-11.50237
522,0.1764,-161.92713,-1.34939,0.0,0.0,1.05852,0.95242,0.11903,4.13876,0.0,-11.38457
523,0.17593,-104.31309,-0.86928,0.0,0.0,1.02823,0.95342,0.12421,1.4803,0.0,-11.19844
524,0.17547,-174.45805,-1.45382,0.0,0.0,1.05342,0.94225,0.12834,4.62574,0.0,-11.08628
525,0.175,-114.80116,-0.95668,0.0,0.0225,1.04943,0.94258,0.14152,5.40979,0.0,-10.96693
526,0.17453,-57.81036,-0.48175,0.0,0.0,1.02721,0.944,0.1239,0.93986,0.0,-10.85531
527,0.17407,-53.77319,-0.44811,0.0,0.0,1.02665,0.95117,0.10478,0.06538,0.0,-10.76107
528,0.1736,-92.31494,-0.76929,0.0,0.0,1.02043,0.95483,0.09348,0.92702,0.0,-10.6972
529,0.17313,-123.66929,-1.03058,0.0,0.0,1.02439,0.94592,0.12164,0.44177,0.0,-10.58779
530,0.17267,-58.81584,-0.49013,0.0,0.0,1.0468,0.94233,0.12906,0.23844,0.0,-10.47919
531,0.1722,-102.4076,-0.8534,0.0,0.0,1.03968,0.9435,0.12731,2.06581,0.0,-10.38695
532,0.17173,-85.84428,-0.71537,0.0,0.0,1.04513,0.95133,0.12723,1.39303,0.0,-10.33515
533,0.17127,-72.64852,-0.6054,0.0,0.0,1.02652,0.94467,0.1071,0.14167,0.0,-10.27028
534,0.1708,-86.66095,-0.72217,0.0,0.0,1.02244,0.95325,0.11354,0.14725,0.0,-10.20754
535,0.17033,-82.25208,-0.68543,0.0,0.0,1.03475,0.94642,0.11788,0.2001,0.0,-10.1529
536,0.16987,-114.87457,-0.95729,0.0,0.0,1.0302,0.95342,0.104,2.91083,0.0,-10.09235
537,0.1694,-60.2357,-0.50196,0.0,0.0,1.02682,0.949,0.12362,0.10125,0.0,-10.01096
538,0.16893,-45.87172,-0.38226,0.0,0.0,1.04101,0.94792,0.11831,0.34963,0.0,-9.94048
539,0.16847,-64.64762,-0.53873,0.0,0.0,1.02415,0.954,0.10504,1.33801,0.0,-9.88987
540,0.168,-152.71792,-1.27265,0.0,0.27541,1.05849,0.94242,0.12396,7.0298,0.0,-9.84751
541,0.16753,-67.82485,-0.56521,0.0,0.0,1.0252,0.94408,0.10972,0.57099,0.0,-9.79023
542,0.16707,-319.20987,-2.66008,0.0,0.0,1.08312,0.93142,0.11859,2.03856,0.0,-9.85167
543,0.1666,-991.80576,-8.26505,0.0,0.0,1.28159,0.91475,0.15222,0.0,0.0,-10.15884
544,0.16613,-1222.58519,-10.18821,0.0,0.0,1.3941,0.90758,0.16318,0.0,0.0,-10.53408
545,0.16567,-1057.77509,-8.81479,0.0,0.0,1.36033,0.90908,0.15561,0.0,0.0,-10.8369
546,0.1652,-1199.56867,-9.99641,0.0,0.0,1.41662,0.91075,0.15696,0.09059,0.0,-11.17005
547,0.16473,-1111.43063,-9.26192,0.0,0.0,1.41975,0.91308,0.15624,0.0,0.0,-11.46543
548,0.16427,-1277.32696,-10.64439,0.0,0.0,1.42176,0.90667,0.16583,0.0,0.0,-11.77638
549,0.1638,-1126.39501,-9.38663,0.0,0.0,1.37815,0.91725,0.14691,0.0,0.0,-12.03793
550,0.16333,-620.94837,-5.17457,0.0,0.0,1.17605,0.9315,0.11289,0.0,0.0,-12.14853
551,0.16287,-816.71967,-6.806,0.0,0.0,1.32568,0.92583,0.13087,0.39869,0.0,-12.2976
552,0.1624,-1106.40202,-9.22002,0.0,0.0,1.341,0.90842,0.15392,0.01571,0.0,-12.53873
553,0.16193,-864.97201,-7.2081,0.0,0.06958,1.31785,0.93117,0.11887,6.68764,0.0,-12.6876
554,0.16147,-788.53692,-6.57114,0.0,0.0,1.24128,0.91983,0.13952,8.81761,0.0,-12.85346
555,0.161,-1332.98928,-11.10824,0.0,0.0,1.40401,0.90583,0.16088,0.0,0.0,-13.11267
556,0.16053,-374.00518,-3.11671,0.0,0.90267,1.05116,0.95225,0.10074,13.08258,0.0,-13.05157
557,0.16007,-630.89869,-5.25749,0.0,0.25008,1.08629,0.95492,0.12694,8.98743,0.0,-12.97207
558,0.1596,-201.46196,-1.67885,0.0,0.0,1.05574,0.96217,0.1202,8.46504,0.0,-12.90841
559,0.15913,-414.80876,-3.45674,0.0,0.56728,1.06752,0.95783,0.11261,12.20628,0.0,-12.88711
560,0.15867,-735.60765,-6.13006,0.0,0.0,1.14908,0.94367,0.15965,0.35974,0.0,-12.9595
561,0.1582,-163.58022,-1.36317,0.0,0.11024,1.04531,0.95392,0.12371,8.75407,0.0,-12.83962
562,0.15773,-194.71467,-1.62262,0.0,0.06556,1.08675,0.95308,0.12647,10.72701,0.0,-12.73493
563,0.15727,-343.95036,-2.86625,0.0,0.0,1.04273,0.95817,0.1191,2.8661,0.0,-12.54067
564,0.1568,-460.57319,-3.83811,0.0,1.4879,1.08824,0.94683,0.11465,15.70344,0.0,-12.4696
565,0.15633,-236.78066,-1.97317,0.0,0.0,1.03335,0.95408,0.11878,0.64826,0.0,-12.39219
566,0.15587,-750.61151,-6.2551,0.0,0.0,1.19902,0.94,0.13625,4.85018,0.0,-12.52907
567,0.1554,-930.23054,-7.75192,0.0,0.0,1.28617,0.924,0.14237,1.94496,0.0,-12.73891
568,0.15493,-1071.8087,-8.93174,0.0,0.0,1.46302,0.90575,0.14052,5.55722,0.0,-12.96451
569,0.15447,-911.76671,-7.59806,0.0,0.05355,1.32179,0.93008,0.12857,9.12119,0.0,-13.17048
570,0.154,-1248.77857,-10.40649,0.0,0.0,1.44171,0.90267,0.1634,0.00299,0.0,-13.45535
571,0.15353,-275.51641,-2.29597,0.0,0.0,1.07408,0.94617,0.11838,1.30456,0.0,-13.39223
572,0.15307,-223.96962,-1.86641,0.0,0.3517,1.03898,0.95767,0.10642,10.24566,0.0,-13.35849
573,0.1526,-258.20905,-2.15174,0.0,0.68072,1.03345,0.96425,0.08261,15.19571,0.0,-13.35402
574,0.15213,-301.32355,-2.51103,0.0,0.51203,1.03,0.95458,0.09797,16.89885,0.0,-13.29349
575,0.15167,-357.153,-2.97628,0.0,1.71307,1.04675,0.9515,0.08323,22.9802,0.0,-13.31391
576,0.1512,-233.79816,-1.94832,0.0,0.70542,1.05201,0.95167,0.11251,13.75159,0.0,-13.25745
577,0.15073,-194.66326,-1.62219,0.0,0.2034,1.04407,0.94717,0.10926,11.99946,0.0,-13.0526
578,0.15027,-90.43243,-0.7536,0.0,0.0,1.02491,0.95317,0.10772,0.08081,0.0,-12.7919
579,0.1498,-56.93647,-0.47447,0.0,0.0,1.02321,0.9455,0.11301,0.77651,0.0,-12.6403
580,0.14933,-88.14235,-0.73452,0.0,0.0,1.02949,0.95275,0.09936,0.32438,0.0,-12.46391
581,0.14887,-120.15147,-1.00126,0.0,0.0,1.0499,0.95383,0.08669,2.17145,0.0,-12.35029
582,0.1484,-74.67991,-0.62233,0.0,0.0,1.01313,0.942,0.09211,1.57186,0.0,-12.2378
583,0.14793,-91.56347,-0.76303,0.0,0.0,1.02309,0.94442,0.10996,0.67225,0.0,-12.04752
584,0.14747,-81.67342,-0.68061,0.0,0.0,1.02144,0.94667,0.09828,2.7607,0.0,-11.87468
585,0.147,-84.69239,-0.70577,0.0,0.0,1.03016,0.94208,0.11594,3.31766,0.0,-11.70528
586,0.14653,-79.97716,-0.66648,0.0,0.0,1.0393,0.95558,0.09,1.73549,0.0,-11.59808
587,0.14607,-135.79741,-1.13165,0.0,0.0447,1.03885,0.94533,0.10128,4.03208,0.0,-11.55534
588,0.1456,-51.87018,-0.43225,0.0,0.0,1.03347,0.94267,0.10251,0.81925,0.0,-11.4252
589,0.14513,-55.34117,-0.46118,0.0,0.0,1.05496,0.946,0.09981,0.70676,0.0,-11.31524
590,0.14467,-60.50991,-0.50425,0.0,0.0,1.02141,0.94625,0.09802,1.45524,0.0,-11.17926
591,0.1442,-105.23772,-0.87698,0.0,0.0,1.02953,0.94533,0.09979,4.13415,0.0,-11.10883
592,0.14373,-132.28447,-1.10237,0.0,0.0,1.05257,0.94225,0.11305,6.50825,0.0,-11.0822
593,0.14327,-103.93546,-0.86613,0.0,0.0,1.04887,0.95325,0.0954,4.44861,0.0,-11.04108
594,0.1428,-61.62865,-0.51357,0.0,0.0,1.04423,0.94258,0.11381,0.94966,0.0,-10.97232
595,0.14233,-115.06606,-0.95888,0.0,0.0,1.02338,0.95217,0.0974,3.42173,0.0,-10.94048
596,0.14187,-82.53124,-0.68776,0.0,0.0,1.01395,0.94033,0.10671,1.0892,0.0,-10.87121
597,0.1414,-61.8963,-0.5158,0.0,0.0,1.03108,0.94975,0.10392,0.59312,0.0,-10.8264
598,0.14093,-76.69026,-0.63909,0.0,0.0,1.01862,0.94767,0.09884,1.24061,0.0,-10.76545
599,0.14047,-81.71817,-0.68098,0.0,0.0,1.04435,0.949,0.10641,2.87367,0.0,-10.73162
600,0.14,-92.98599,-0.77488,0.0,0.0,1.04184,0.94583,0.11542,3.56314,0.0,-10.64851
601,0.13953,-47.39924,-0.39499,0.0,0.0,1.02934,0.943,0.10704,0.26259,0.0,-10.60571
602,0.13907,-68.12137,-0.56768,0.0,0.0,1.04696,0.94483,0.11011,1.52379,0.0,-10.54736
603,0.1386,-65.97695,-0.54981,0.0,0.0,1.05135,0.93892,0.11971,1.52114,0.0,-10.49763
604,0.13813,-46.1245,-0.38437,0.0,0.0,1.03597,0.94817,0.10747,0.10474,0.0,-10.47381
605,0.13767,-122.36055,-1.01967,0.0,0.0,1.03682,0.935,0.12473,2.92567,0.0,-10.43257
606,0.1372,-65.20081,-0.54334,0.0,0.0,1.01903,0.94358,0.10446,0.85029,0.0,-10.38253
607,0.13673,-79.64863,-0.66374,0.0,0.0,1.02333,0.94758,0.10188,1.10064,0.0,-10.34409
608,0.13627,-70.83928,-0.59033,0.0,0.0,1.04534,0.93867,0.11156,1.6958,0.0,-10.3022
609,0.1358,-59.47936,-0.49566,0.0,0.0,1.04052,0.94433,0.11342,0.44353,0.0,-10.26809
610,0.13533,-83.15052,-0.69292,0.0,0.0,1.03375,0.95158,0.09447,2.19963,0.0,-10.25191
611,0.13487,-897.41742,-7.47848,0.0,0.0,1.29064,0.91708,0.15666,0.0,0.0,-10.53846
612,0.1344,-1205.42525,-10.04521,0.0,0.0,1.39529,0.91158,0.1611,0.0,0.0,-10.91803
613,0.13393,-1165.55788,-9.71298,0.0,0.0,1.39983,0.91417,0.14798,0.0,0.0,-11.26705
614,0.13347,-1056.26008,-8.80217,0.0,0.0,1.41317,0.91775,0.15814,0.0,0.0,-11.54535
615,0.133,-1258.63422,-10.48862,0.0,0.0,1.44499,0.90408,0.16629,0.0,0.0,-11.87881
616,0.13253,-865.45849,-7.21215,0.0,0.0,1.32871,0.93058,0.12109,0.1658,0.0,-12.05882
617,0.13207,-926.76618,-7.72305,0.0,0.0,1.3126,0.91942,0.15142,1.08083,0.0,-12.24912
618,0.1316,-1195.83692,-9.96531,0.0,0.0,1.42865,0.905,0.15885,0.0,0.0,-12.54283
619,0.13113,-1176.2338,-9.80195,0.0,0.0,1.37819,0.9165,0.15144,0.06846,0.0,-12.81134
620,0.13067,-1292.1106,-10.76759,0.0,0.0,1.43751,0.90225,0.15929,0.0,0.0,-13.08058
621,0.1302,-1071.41669,-8.92847,0.0,0.0,1.35854,0.92383,0.14282,0.14774,0.0,-13.27465
622,0.12973,-957.99305,-7.98328,0.0,0.0,1.27294,0.93217,0.12287,0.313,0.0,-13.43487
623,0.12927,-154.90003,-1.29083,0.0,0.0,1.04535,0.95433,0.11155,8.17163,0.0,-13.40885
624,0.1288,-232.87583,-1.94063,0.0,1.05949,1.05684,0.95808,0.09663,13.3051,0.0,-13.35959
625,0.12833,-203.46453,-1.69554,0.0,0.17983,1.02591,0.96017,0.08535,12.57436,0.0,-13.2113
626,0.12787,-209.50387,-1.74587,0.0,0.36141,1.02311,0.95458,0.10793,9.73889,0.0,-13.04304
627,0.1274,-96.60984,-0.80508,0.0,0.0,1.0145,0.94817,0.11856,1.01161,0.0,-12.90145
628,0.12693,-65.62664,-0.54689,0.0,0.0,1.03052,0.93283,0.11008,1.24886,0.0,-12.74161
629,0.12647,-149.74801,-1.2479,0.0,0.0,1.05218,0.96267,0.08363,1.0148,0.0,-12.69989
630,0.126,-67.30288,-0.56086,0.0,0.0,1.02883,0.95358,0.09234,1.02094,0.0,-12.50351
631,0.12553,-68.6091,-0.57174,0.0,0.0,1.02495,0.93858,0.09978,1.74811,0.0,-12.41836
632,0.12507,-306.1504,-2.55125,0.0,0.0,1.04095,0.952,0.08007,1.08078,0.0,-12.32735
633,0.1246,-107.92557,-0.89938,0.0,0.0,1.01602,0.9405,0.09811,2.56494,0.0,-12.20966
634,0.12413,-50.82238,-0.42352,0.0,0.0,1.02517,0.94775,0.10589,0.50431,0.0,-12.06327
635,0.12367,-73.9826,-0.61652,0.0,0.0,1.04408,0.94533,0.11235,1.45384,0.0,-11.94165
636,0.1232,-58.22028,-0.48517,0.0,0.0,1.05499,0.93842,0.11128,0.85999,0.0,-11.81674
637,0.12273,-101.08514,-0.84238,0.0,0.0,1.02675,0.94367,0.10699,4.57277,0.0,-11.76822
638,0.12227,-69.4687,-0.57891,0.0,0.0,1.04104,0.94575,0.10623,1.06226,0.0,-11.61768
639,0.1218,-74.61176,-0.62176,0.0,0.0,1.0358,0.95058,0.10308,1.82924,0.0,-11.49503
640,0.12133,-80.35208,-0.6696,0.0,0.0,1.03072,0.95142,0.10844,1.46173,0.0,-11.41179
641,0.12087,-74.86117,-0.62384,0.0,0.0,1.00948,0.95133,0.09325,0.18411,0.0,-11.34011
642,0.1204,-115.23056,-0.96025,0.0,0.0,1.02234,0.9505,0.10678,3.93973,0.0,-11.26926
643,0.11993,-64.4511,-0.53709,0.0,0.0,1.04189,0.94742,0.10758,1.30969,0.0,-11.16391
644,0.11947,-81.8118,-0.68176,0.0,0.0,1.02962,0.95667,0.09907,0.95593,0.0,-11.10056
645,0.119,-105.31254,-0.8776,0.0,0.0,1.02275,0.95408,0.09873,3.26983,0.0,-11.06161
646,0.11853,-58.81807,-0.49015,0.0,0.0,1.03225,0.95042,0.09963,0.3596,0.0,-10.99098
647,0.11807,-68.12419,-0.5677,0.0,0.0,1.05857,0.93567,0.11761,1.42013,0.0,-10.92113
648,0.1176,-62.08181,-0.51735,0.0,0.0,1.0155,0.95367,0.08845,0.49228,0.0,-10.87695
649,0.11713,-72.74524,-0.60621,0.0,0.0,1.03349,0.94808,0.10738,1.8963,0.0,-10.80574
650,0.11667,-102.91212,-0.8576,0.0,0.0,1.03579,0.94158,0.11664,2.29437,0.0,-10.77259
651,0.1162,-67.52766,-0.56273,0.0,0.0,1.02053,0.9445,0.10835,0.06468,0.0,-10.71326
652,0.11573,-80.27255,-0.66894,0.0,0.0,1.01122,0.94617,0.10266,2.86477,0.0,-10.6767
653,0.11527,-59.1685,-0.49307,0.0,0.0,1.04107,0.94608,0.10966,1.30308,0.0,-10.61297
654,0.1148,-121.99827,-1.01665,0.0,0.0,1.02965,0.93917,0.10893,6.02199,0.0,-10.56087
655,0.11433,-60.96563,-0.50805,0.0,0.0,1.00656,0.95375,0.0985,0.71021,0.0,-10.52167
656,0.11387,-78.61323,-0.65511,0.0,0.0,1.04184,0.95267,0.09183,1.61721,0.0,-10.4809
657,0.1134,-222.71796,-1.85598,0.0,0.94728,1.04203,0.95042,0.0926,12.87397,0.0,-10.50167
658,0.11293,-76.70453,-0.6392,0.0,0.0,1.01095,0.9525,0.0961,1.77558,0.0,-10.45015
659,0.11247,-58.45944,-0.48716,0.0,0.0,1.02779,0.95075,0.09699,0.5137,0.0,-10.39768
660,0.112,-75.05004,-0.62542,0.0,0.0,1.04326,0.94058,0.11134,1.69502,0.0,-10.36249
661,0.11153,-83.56671,-0.69639,0.0,0.0,1.05184,0.94233,0.10726,2.17715,0.0,-10.31888
662,0.11107,-174.16665,-1.45139,0.0,0.88805,1.02889,0.95733,0.0866,8.34711,0.0,-10.32413
663,0.1106,-62.7599,-0.523,0.0,0.0,1.0324,0.93808,0.11132,0.39903,0.0,-10.3049
664,0.11013,-72.57958,-0.60483,0.0,0.0,1.00518,0.94842,0.10487,0.04624,0.0,-10.28221
665,0.10967,-79.59427,-0.66329,0.0,0.0,1.02803,0.94742,0.09691,1.84936,0.0,-10.25683
666,0.1092,-77.87684,-0.64897,0.0,0.0,1.02629,0.9495,0.10203,1.05777,0.0,-10.22204
667,0.10873,-90.4143,-0.75345,0.0,0.0,1.0367,0.94517,0.10283,2.09969,0.0,-10.18345
668,0.10827,-78.57862,-0.65482,0.0,0.0,1.0324,0.9425,0.10992,1.54305,0.0,-10.14509
669,0.1078,-84.39642,-0.7033,0.0,0.0,1.02437,0.94175,0.09851,2.30435,0.0,-10.12894
670,0.10733,-57.89008,-0.48242,0.0,0.0,1.03046,0.94725,0.09962,0.33182,0.0,-10.11453
671,0.10687,-77.53696,-0.64614,0.0,0.0,1.02788,0.94933,0.10205,1.84215,0.0,-10.10424
672,0.1064,-69.36417,-0.57803,0.0,0.0,1.03131,0.95075,0.09762,1.59073,0.0,-10.07679
673,0.10593,-44.47612,-0.37063,0.0,0.0,1.0309,0.943,0.11718,0.01263,0.0,-10.04045
674,0.10547,-110.15676,-0.91797,0.0,0.0,1.03198,0.96058,0.09253,5.18312,0.0,-10.03993
675,0.105,-243.2231,-2.02686,0.0,0.0,1.09648,0.94342,0.0937,1.22695,0.0,-10.07596
676,0.10453,-841.26652,-7.01055,0.0,0.0,1.26224,0.92067,0.15598,1.26796,0.0,-10.34355
677,0.10407,-1119.8393,-9.33199,0.0,0.0,1.4021,0.91142,0.14649,0.0,0.0,-10.70096
678,0.1036,-869.85664,-7.24881,0.0,0.0,1.3773,0.91792,0.14239,3.27112,0.0,-10.96725
679,0.10313,-901.62741,-7.51356,0.0,0.0,1.35024,0.9205,0.13708,6.14895,0.0,-11.22134
680,0.10267,-981.2644,-8.1772,0.0,0.0,1.35691,0.90717,0.149,0.0,0.0,-11.47262
681,0.1022,-1197.09838,-9.97582,0.0,0.0,1.40296,0.91025,0.1562,0.0,0.0,-11.77962
682,0.10173,-1108.65705,-9.23881,0.0,0.0,1.39885,0.91517,0.1474,0.0,0.0,-12.05233
683,0.10127,-1064.2398,-8.86867,0.0,0.0,1.38151,0.91117,0.13586,0.00044,0.0,-12.29067
684,0.1008,-469.59631,-3.9133,0.0,0.0,1.10162,0.94867,0.11525,0.01265,0.0,-12.26463
685,0.10033,-196.38265,-1.63652,0.0,0.2533,1.06,0.9505,0.13874,9.18587,0.0,-12.16929
686,0.09987,-221.64259,-1.84702,0.0,0.13106,1.04718,0.95908,0.09615,9.10036,0.0,-12.09305
687,0.0994,-250.0664,-2.08389,0.0,0.73051,1.04584,0.96433,0.08905,14.87275,0.0,-12.09694
688,0.09893,-202.46111,-1.68718,0.0,0.19017,1.03345,0.9575,0.11028,6.82698,0.0,-11.98646
689,0.09847,-127.84288,-1.06536,0.0,0.0,1.05033,0.9425,0.12992,5.55675,0.0,-11.91149
690,0.098,-80.90999,-0.67425,0.0,0.0,1.04618,0.9415,0.12632,1.17118,0.0,-11.78408
691,0.09753,-675.95226,-5.63294,0.0,0.0,1.11573,0.93858,0.1374,3.29453,0.0,-11.85143
692,0.09707,-991.57185,-8.2631,0.0,0.0,1.31241,0.93092,0.12286,0.0,0.0,-12.09481
693,0.0966,-153.97443,-1.28312,0.0,0.0,1.03136,0.95658,0.10867,0.90397,0.0,-12.03365
694,0.09613,-265.05204,-2.20877,0.0,0.45597,1.04104,0.96075,0.1114,14.25055,0.0,-12.0374
695,0.09567,-384.7467,-3.20622,0.0,2.40504,1.05535,0.95808,0.10108,18.19116,0.0,-12.06522
696,0.0952,-291.44609,-2.42872,0.0,0.19124,1.06266,0.95892,0.09858,6.40216,0.0,-12.05841
697,0.09473,-661.92973,-5.51608,0.0,0.0,1.15234,0.93617,0.13976,0.83236,0.0,-12.18223
698,0.09427,-371.21845,-3.09349,0.0,0.0,1.07537,0.94667,0.12892,0.0,0.0,-12.19199
699,0.0938,-221.90072,-1.84917,0.0,0.3716,1.0497,0.96092,0.10518,13.25241,0.0,-12.19513
700,0.09333,-167.93046,-1.39942,0.0,0.211,1.05485,0.95217,0.12041,10.05566,0.0,-12.13564
701,0.09287,-96.15589,-0.8013,0.0,0.0,1.0631,0.95058,0.12538,1.31685,0.0,-12.05001
702,0.0924,-213.62017,-1.78017,0.0,0.0,1.03664,0.95592,0.10784,4.47404,0.0,-11.99012
703,0.09193,-113.38309,-0.94486,0.0,0.0,1.03598,0.95,0.12134,1.05192,0.0,-11.89389
704,0.09147,-101.80807,-0.8484,0.0,0.0,1.06923,0.94267,0.12095,1.81176,0.0,-11.81994
705,0.091,-105.89202,-0.88243,0.0,0.0,1.05525,0.95058,0.11254,0.88868,0.0,-11.76389
706,0.09053,-98.6323,-0.82194,0.0,0.0,1.06114,0.94917,0.12009,2.19947,0.0,-11.69372
707,0.09007,-83.97303,-0.69978,0.0,0.0,1.00517,0.95392,0.09686,0.53824,0.0,-11.60544
708,0.0896,-84.55086,-0.70459,0.0,0.0,1.0227,0.9565,0.10927,0.12728,0.0,-11.50325
709,0.08913,-75.01095,-0.62509,0.0,0.0,1.0499,0.94417,0.12096,0.64808,0.0,-11.41586
710,0.08867,-69.01658,-0.57514,0.0,0.0,1.04985,0.94083,0.12855,1.04687,0.0,-11.35357
711,0.0882,-256.45963,-2.13716,0.0,0.0,1.07663,0.94458,0.13556,0.65475,0.0,-11.35947
712,0.08773,-549.96296,-4.58302,0.0,0.0,1.16735,0.9425,0.12975,0.28723,0.0,-11.46802
713,0.08727,-516.56431,-4.3047,0.0,0.0,1.19123,0.943,0.11917,0.46886,0.0,-11.56963
714,0.0868,-930.44665,-7.75372,0.0,1.00825,1.3288,0.92617,0.13065,13.0469,0.0,-11.83176
715,0.08633,-955.24963,-7.96041,0.0,0.0,1.3549,0.92208,0.12468,0.0,0.0,-12.08252
716,0.08587,-1234.01267,-10.28344,0.0,0.0,1.4094,0.9125,0.14829,0.0,0.0,-12.41826
717,0.0854,-1253.6839,-10.44737,0.0,0.0,1.32269,0.91142,0.15458,0.0,0.0,-12.73106
718,0.08493,-119.94845,-0.99957,0.0,0.0,1.05357,0.95767,0.10445,2.25738,0.0,-12.6359
719,0.08447,-82.96687,-0.69139,0.0,0.0,1.02907,0.95833,0.10098,0.01456,0.0,-12.42901
720,0.084,-100.55543,-0.83796,0.0,0.0,1.05476,0.95825,0.1044,2.37866,0.0,-12.39864
721,0.08353,-95.01788,-0.79182,0.0,0.0,1.04687,0.9565,0.12163,0.96054,0.0,-12.29354
722,0.08307,-161.41743,-1.34515,0.0,0.0,1.03567,0.95667,0.11531,6.71079,0.0,-12.24347
723,0.0826,-116.86,-0.97383,0.0,0.0,1.02856,0.94992,0.12782,0.37585,0.0,-12.14893
724,0.08213,-71.19144,-0.59326,0.0,0.0,1.0675,0.95317,0.11033,1.39024,0.0,-12.08862
725,0.08167,-63.6217,-0.53018,0.0,0.0,1.04962,0.953,0.11626,0.02171,0.0,-11.98058
726,0.0812,-115.74717,-0.96456,0.0,0.0,1.04236,0.95258,0.11604,2.05969,0.0,-11.86238
727,0.08073,-94.96556,-0.79138,0.0,0.0,1.06032,0.94308,0.13947,1.71476,0.0,-11.74642
728,0.08027,-155.98052,-1.29984,0.0,0.0,1.06696,0.95492,0.10405,5.038,0.0,-11.70831
729,0.0798,-79.30325,-0.66086,0.0,0.0,1.04007,0.95083,0.10133,0.79803,0.0,-11.67049
730,0.07933,-65.31803,-0.54432,0.0,0.0,1.0193,0.95758,0.09325,0.17843,0.0,-11.59597
